BASE_YEAR,BOAT_NO,PRACE_NCNT,N1CK_NCNT,N2CK_NCNT,N3CK_NCNT,AVRG_CKSN_SCORE_VALUE,YUNDAE_RT,BEST_SAIL_TIME_VALUE,N2JU_BEST_TIME_VALUE,N3JU_BEST_TIME_VALUE
2013,B2012043,158,23,22,24,4.75,28.5,01:47.9,01:47.9,01:47.9
2013,B2012040,154,28,28,26,5.44,36.4,01:46.9,01:46.9,01:46.9
2013,B2012036,172,46,27,25,5.95,42.4,01:45.8,01:45.8,01:45.8
2013,B2012033,171,21,31,30,5.04,30.4,01:47.9,01:47.9,01:47.9
2013,B2012030,171,39,32,24,5.71,41.5,01:46.6,01:46.6,01:46.6
2013,B2012027,161,37,33,22,5.83,43.5,01:47.4,01:47.4,01:47.4
2013,B2012084,169,38,38,21,5.93,45,01:47.1,01:47.1,01:48.0
2013,B2012081,169,35,27,27,5.54,36.7,01:47.5,01:47.5,01:47.5
2013,B2012002,172,28,29,26,5.16,33.1,01:48.2,01:48.2,01:48.2
2013,B2012003,129,20,20,15,4.77,31,01:47.4,01:47.4,01:47.4
2013,B2012005,158,16,24,24,4.46,25.3,01:47.4,01:47.4,01:48.1
2013,B2012006,168,27,33,28,5.44,35.7,01:47.5,01:47.5,01:47.9
2013,B2012007,172,29,31,22,5.32,34.9,01:46.5,01:46.5,01:47.3
2013,B2012009,160,23,27,25,4.89,31.3,01:47.9,01:47.9,01:47.9
2013,B2012010,139,26,19,27,5.29,32.4,01:48.0,01:48.0,01:48.0
2013,B2012012,174,33,30,35,5.73,36.2,01:47.4,01:47.4,01:47.4
2013,B2012013,165,18,22,29,4.68,24.2,01:46.0,01:46.0,01:46.0
2013,B2012015,140,26,14,27,5.03,28.6,01:47.5,01:47.5,01:47.5
2013,B2012016,164,35,37,30,6.03,43.9,01:47.2,01:47.2,01:47.2
2013,B2012018,158,23,35,27,5.48,36.7,01:47.5,01:47.5,01:47.7
2013,B2012019,165,27,25,28,5.14,31.5,01:46.9,01:46.9,01:46.9
2013,B2012021,170,34,32,20,5.29,38.8,01:46.5,01:46.5,01:47.0
2013,B2012022,161,20,19,29,4.71,24.2,01:48.1,01:48.1,01:48.4
2013,B2012024,161,19,25,29,4.84,27.3,01:46.6,01:46.6,01:46.6
2013,B2012025,168,34,21,30,5.24,32.7,01:46.9,01:46.9,01:46.9
2013,B2012001,173,35,24,31,5.51,34.1,01:47.3,01:47.3,01:47.5
2013,B2012004,158,18,20,26,4.53,24.1,01:47.8,01:47.8,01:47.8
2013,B2012023,175,28,26,29,5.1,30.9,01:48.0,01:48.0,01:48.3
2013,B2012020,122,14,13,28,4.7,22.1,01:47.1,01:47.1,01:47.1
2013,B2012017,159,22,16,27,4.7,23.9,01:46.4,01:46.4,01:46.4
2013,B2012014,173,29,27,30,5.14,32.4,01:47.7,01:47.7,01:47.7
2013,B2012011,163,19,25,34,5.03,27,01:48.0,01:48.0,01:48.0
2013,B2012074,171,37,35,30,5.97,42.1,01:47.8,01:47.8,01:49.3
2013,B2012076,157,28,24,25,5.25,33.1,01:47.1,01:47.1,01:48.2
2013,B2012077,167,38,21,25,5.42,35.3,01:47.8,01:47.8,01:47.8
2013,B2012095,161,30,23,35,5.52,32.9,01:47.6,01:47.6,01:47.6
2013,B2012096,154,24,26,30,5.27,32.5,01:47.4,01:47.4,01:47.4
2013,B2012097,132,19,31,15,5.36,37.9,01:48.0,01:48.0,01:48.5
2013,B2012098,152,15,31,17,4.64,30.3,01:47.8,01:47.8,01:47.8
2013,B2012099,171,21,21,29,4.65,24.6,01:48.2,01:48.2,01:48.2
2013,B2012100,169,26,33,23,5.26,34.9,01:47.5,01:47.5,01:47.5
2013,B2012079,160,33,29,29,5.68,38.8,01:46.5,01:46.5,01:46.5
2013,B2012080,166,22,32,23,5,32.5,01:47.3,01:47.3,01:48.1
2013,B2012082,149,17,31,22,5.02,32.2,01:47.7,01:47.7,01:47.7
2013,B2012083,159,20,19,37,4.82,24.5,01:48.7,01:48.7,01:48.7
2013,B2012085,173,17,28,42,4.99,26,01:47.7,01:47.7,01:48.3
2013,B2012086,148,22,17,22,4.69,26.4,01:47.7,01:47.7,01:48.8
2013,B2012087,164,30,24,34,5.46,32.9,01:47.5,01:47.5,01:47.5
2013,B2012088,170,34,33,36,5.96,39.4,01:47.2,01:47.2,01:47.2
2013,B2012089,167,33,29,31,5.6,37.1,01:47.4,01:47.4,01:47.4
2013,B2012090,149,26,25,27,5.4,34.2,01:48.0,01:48.0,01:48.9
2013,B2012091,148,28,26,20,5.34,36.5,01:47.0,01:47.0,01:47.0
2013,B2012092,169,26,30,28,5.22,33.1,01:47.3,01:47.3,01:47.3
2013,B2012093,169,21,24,28,4.66,26.6,01:47.1,01:47.1,01:47.1
2013,B2012094,150,20,23,33,4.97,28.7,01:47.3,01:47.3,01:47.3
2013,B2012008,169,25,28,26,4.88,31.4,01:48.3,01:48.3,01:48.6
2013,B2012078,173,40,29,24,5.66,39.9,01:46.3,01:46.3,01:46.3
2013,B2012075,162,36,27,33,5.82,38.9,01:46.3,01:46.3,01:46.3
2013,B2012072,153,23,13,24,4.45,23.5,01:47.6,01:47.6,01:47.6
2014,B2014009,85,8,15,21,4.88,27.1,01:12.7,01:12.7,01:53.7
2014,B2014010,81,13,8,7,4.41,25.9,01:12.0,01:12.0,01:54.6
2014,B2014011,82,8,15,13,4.62,28,01:14.2,01:14.2,01:53.3
2014,B2014012,80,14,12,11,5.1,32.5,01:13.2,01:13.2,01:53.4
2014,B2014013,73,15,16,10,6.03,42.5,01:12.2,01:12.2,01:54.8
2014,B2014014,71,18,10,10,5.58,39.4,01:12.0,01:12.0,01:53.8
2014,B2014015,62,16,14,5,6.34,48.4,01:14.0,01:14.0,01:55.4
2014,B2014016,82,16,18,16,5.82,41.5,01:10.8,01:10.8,01:53.3
2014,B2014017,82,11,20,10,5.3,37.8,01:12.5,01:12.5,01:54.5
2014,B2014019,80,10,16,14,4.99,32.5,01:12.6,01:12.6,01:53.5
2014,B2014018,79,16,17,8,5.62,41.8,01:12.8,01:12.8,01:52.1
2014,B2014020,80,13,12,16,5.19,31.3,01:11.7,01:11.7,01:54.2
2014,B2014021,72,21,15,6,6.43,50,01:13.1,01:13.1,01:53.9
2014,B2014022,83,12,10,13,4.89,26.5,01:13.5,01:13.5,01:52.9
2014,B2014023,78,14,17,18,5.87,39.7,01:11.9,01:11.9,01:53.0
2014,B2014024,72,11,9,14,4.78,27.8,01:12.5,01:12.5,01:53.4
2014,B2014025,75,12,13,13,5.33,33.3,01:12.6,01:12.6,01:52.9
2014,B2014026,80,14,13,9,5.03,33.8,01:13.3,01:13.3,01:53.1
2014,B2014027,67,8,13,8,4.81,31.3,01:12.7,01:12.7,01:53.4
2014,B2014028,77,16,16,12,5.74,41.6,01:12.4,01:12.4,01:53.1
2014,B2014029,74,18,11,19,6.42,39.2,01:13.2,01:13.2,01:52.3
2014,B2014030,84,20,14,7,5.51,40.5,01:12.4,01:12.4,01:52.7
2014,B2014031,67,26,9,14,7.16,52.2,01:47.0,01:47.0,01:53.5
2014,B2014033,57,10,6,8,5.19,28.1,01:12.7,01:12.7,01:52.7
2014,B2014034,82,10,12,17,4.83,26.8,01:13.3,01:13.3,01:52.6
2014,B2014036,74,3,10,15,4.01,17.6,01:13.3,01:13.3,01:52.6
2014,B2014037,73,8,10,15,4.79,24.7,01:15.3,01:15.3,01:54.2
2014,B2014039,68,14,14,9,5.88,41.2,01:19.0,01:19.0,01:51.9
2014,B2014040,78,13,15,14,5.49,35.9,01:11.9,01:11.9,01:52.2
2014,B2014042,83,8,19,20,5.3,32.5,01:13.8,01:13.8,01:54.0
2014,B2014043,67,11,7,15,4.88,26.9,01:11.8,01:11.8,01:54.0
2014,B2014045,82,21,14,10,5.9,42.7,01:12.2,01:12.2,01:52.8
2014,B2014046,80,15,21,6,5.56,45,01:12.1,01:12.1,01:52.8
2014,B2014048,68,20,11,9,6.34,45.6,01:12.3,01:12.3,01:54.0
2014,B2014049,73,10,15,15,5.19,34.2,01:13.5,01:13.5,01:53.8
2014,B2014051,81,13,15,15,5.85,34.6,01:10.8,01:10.8,01:55.1
2014,B2014052,82,21,11,13,5.52,39,01:13.4,01:13.4,01:54.7
2014,B2014054,83,13,10,12,4.64,27.7,01:12.5,01:12.5,01:51.7
2014,B2014055,79,14,12,22,5.8,32.9,01:14.5,01:14.5,01:52.0
2014,B2014056,69,10,11,12,4.81,30.4,01:11.9,01:11.9,01:53.3
2014,B2014058,79,16,20,8,5.59,45.6,01:11.6,01:11.6,01:53.9
2014,B2014110,78,10,21,16,6.06,39.7,01:14.5,01:14.5,01:55.3
2014,B2014108,84,16,20,12,5.92,42.9,01:12.4,01:12.4,01:54.0
2014,B2014107,79,14,15,13,5.38,36.7,01:13.4,01:13.4,01:54.1
2014,B2014105,80,16,17,14,6.09,41.3,01:12.7,01:12.7,01:56.2
2014,B2014104,72,13,14,17,5.82,37.5,01:11.9,01:11.9,01:48.8
2014,B2014102,74,12,10,15,4.93,29.7,01:11.6,01:11.6,01:53.2
2014,B2014101,86,12,20,13,5.41,37.2,01:12.8,01:12.8,01:51.9
2014,B2014099,78,11,17,16,5.65,35.9,01:12.3,01:12.3,01:53.8
2014,B2014098,80,10,14,13,5.14,30,01:15.1,01:15.1,01:54.5
2014,B2014096,81,11,17,21,5.53,34.6,01:11.9,01:11.9,01:53.9
2014,B2014095,81,16,11,20,5.63,33.3,01:13.2,01:13.2,01:52.8
2014,B2014093,84,4,11,15,4.1,17.9,01:12.7,01:12.7,01:52.1
2014,B2014092,73,17,14,9,5.9,42.5,01:13.0,01:13.0,01:53.5
2014,B2014090,80,9,12,20,4.96,26.3,01:13.1,01:13.1,01:54.0
2014,B2014089,71,9,16,10,4.87,35.2,01:11.8,01:11.8,01:52.3
2014,B2014087,86,9,15,13,4.74,27.9,01:13.2,01:13.2,01:54.3
2014,B2014086,82,13,16,11,5.33,35.4,01:13.2,01:13.2,01:53.7
2014,B2014085,69,12,17,10,6.1,42,01:11.9,01:11.9,01:53.4
2014,B2014083,59,9,8,15,5.29,28.8,01:14.0,01:14.0,01:53.9
2014,B2014082,80,6,5,12,3.66,13.8,01:11.6,01:11.6,01:54.1
2014,B2014080,80,13,14,9,4.88,33.8,01:12.0,01:12.0,01:53.9
2014,B2014079,71,4,7,16,4.2,15.5,01:12.0,01:12.0,01:54.1
2014,B2014077,78,18,14,12,6.03,41,01:11.9,01:11.9,01:53.1
2014,B2014076,78,13,9,13,4.86,28.2,01:11.4,01:11.4,01:52.9
2014,B2014074,78,15,7,11,5.05,28.2,01:12.9,01:12.9,01:52.4
2014,B2014073,80,14,13,14,5.29,33.8,01:13.6,01:13.6,01:53.3
2014,B2014071,80,9,16,16,4.96,31.3,01:12.2,01:12.2,01:52.8
2014,B2014070,78,15,14,10,5.9,37.2,01:12.8,01:12.8,01:52.4
2014,B2014068,66,14,13,7,5.8,40.9,01:12.0,01:12.0,01:53.4
2014,B2014067,67,9,10,13,4.87,28.4,01:12.7,01:12.7,01:53.7
2014,B2014065,83,28,12,14,6.52,48.2,01:12.4,01:12.4,01:52.9
2014,B2014064,73,11,12,23,5.6,31.5,01:13.5,01:13.5,01:54.0
2014,B2014062,77,12,8,13,4.56,26,01:13.4,01:13.4,01:53.5
2014,B2014061,68,7,7,17,4.56,20.6,01:11.9,01:11.9,01:54.2
2014,B2014059,73,10,11,17,5.03,28.8,01:11.7,01:11.7,01:54.9
2014,B2014084,77,14,14,11,5.09,36.4,01:11.8,01:11.8,01:52.9
2014,B2014081,78,11,12,17,5.28,29.5,01:14.9,01:14.9,01:54.5
2014,B2014078,72,7,8,12,4.19,20.8,01:15.5,01:15.5,01:53.6
2014,B2014075,80,16,12,14,5.4,35,01:13.5,01:13.5,01:53.7
2014,B2014072,78,14,14,14,5.91,35.9,01:12.9,01:12.9,01:54.5
2014,B2014069,70,10,14,10,5.16,34.3,01:12.5,01:12.5,01:53.4
2014,B2014066,79,15,15,15,5.91,38,01:15.8,01:15.8,01:54.0
2014,B2014063,79,14,11,6,4.71,31.6,01:12.4,01:12.4,01:53.2
2014,B2014060,67,5,12,17,4.88,25.4,01:12.9,01:12.9,01:54.8
2014,B2014057,78,14,18,11,5.41,41,01:11.9,01:11.9,01:53.6
2014,B2014053,78,11,10,10,4.6,26.9,01:12.3,01:12.3,01:53.9
2014,B2014050,64,10,17,12,5.72,42.2,01:12.8,01:12.8,01:54.3
2014,B2014047,62,23,9,10,7,51.6,01:12.2,01:12.2,01:54.0
2014,B2014044,66,9,7,11,4.47,24.2,01:13.8,01:13.8,01:52.4
2014,B2014041,75,12,18,14,5.81,40,01:11.4,01:11.4,01:53.5
2014,B2014038,64,16,8,12,5.86,37.5,01:13.1,01:13.1,01:53.2
2014,B2014035,77,17,10,11,5.35,35.1,01:12.8,01:12.8,01:53.5
2014,B2014032,86,15,15,12,5.14,34.9,01:12.5,01:12.5,01:52.9
2014,B2014088,68,11,12,8,4.93,33.8,01:16.6,01:16.6,01:54.8
2014,B2014091,70,9,11,7,4.76,28.6,01:13.1,01:13.1,01:53.5
2014,B2014094,75,10,10,10,4.63,26.7,01:12.7,01:12.7,01:54.6
2014,B2014097,66,9,4,8,4.21,19.7,01:12.8,01:12.8,01:52.2
2014,B2014100,64,15,7,6,5.08,34.4,01:15.2,01:15.2,01:53.8
2014,B2014103,76,12,19,14,6.09,40.8,01:12.4,01:12.4,01:53.3
2014,B2014106,81,19,10,14,5.58,35.8,01:12.1,01:12.1,01:53.1
2014,B2014109,65,9,5,9,4.32,21.5,01:13.5,01:13.5,01:53.7
2014,B2014001,84,14,10,13,4.98,28.6,01:11.3,01:11.3,01:54.1
2014,B2014002,51,7,10,9,5.18,33.3,01:11.8,01:11.8,01:55.0
2014,B2014003,80,13,16,9,5.14,36.3,01:12.5,01:12.5,01:54.5
2014,B2014004,81,13,11,21,5.4,29.6,01:12.1,01:12.1,01:52.2
2014,B2014005,65,6,11,12,4.95,26.2,01:16.7,01:16.7,01:52.8
2014,B2014006,82,16,12,16,5.83,34.1,01:13.3,01:13.3,01:53.2
2014,B2014007,80,10,10,12,4.53,25,01:12.7,01:12.7,01:54.5
2014,B2014008,73,8,9,10,4.4,23.3,01:14.5,01:14.5,01:54.1
2015,B2014095,169,31,29,37,5.66,35.5,01:13.2,01:13.2,01:52.8
2015,B2014001,157,25,23,21,4.9,30.6,01:11.3,01:11.3,01:54.1
2015,B2014002,114,20,19,15,5.18,34.2,01:11.8,01:11.8,01:55.0
2015,B2014003,157,25,27,22,5.03,33.1,01:12.5,01:12.5,01:54.5
2015,B2014004,160,31,25,34,5.48,35,01:12.1,01:12.1,01:52.2
2015,B2014005,169,15,31,33,4.85,27.2,01:16.2,01:16.2,01:52.8
2015,B2014006,167,31,34,30,5.82,38.9,01:13.3,01:13.3,01:53.2
2015,B2014007,153,21,23,20,4.59,28.8,01:12.7,01:12.7,01:54.5
2015,B2014008,121,10,14,19,4.2,19.8,01:14.5,01:14.5,01:54.1
2015,B2014009,146,16,26,35,4.93,28.8,01:12.7,01:12.7,01:53.7
2015,B2014010,155,20,16,19,4.27,23.2,01:12.0,01:12.0,01:54.6
2015,B2014011,164,19,25,31,4.78,26.8,01:14.2,01:14.2,01:53.3
2015,B2014012,168,32,34,25,5.65,39.3,01:13.2,01:13.2,01:53.4
2015,B2014013,122,19,20,19,5.27,32,01:12.2,01:12.2,01:54.8
2015,B2014014,157,31,26,31,5.57,36.3,01:12.0,01:12.0,01:53.8
2015,B2014015,92,23,20,11,6.16,46.7,01:14.0,01:14.0,01:55.4
2015,B2014016,156,25,22,31,5.13,30.1,01:10.8,01:10.8,01:53.3
2015,B2014017,157,19,35,26,5.15,34.4,01:12.5,01:12.5,01:54.5
2015,B2014018,168,34,38,21,5.65,42.9,01:12.8,01:12.8,01:52.1
2015,B2014019,157,16,27,20,4.51,27.4,01:12.6,01:12.6,01:53.5
2015,B2014020,124,19,16,21,4.88,28.2,01:11.7,01:11.7,01:54.2
2015,B2014021,140,40,28,16,6.23,48.6,01:13.1,01:13.1,01:53.9
2015,B2014022,159,26,20,27,5,28.9,01:13.5,01:13.5,01:52.9
2015,B2014023,151,38,28,30,6.13,43.7,01:11.9,01:11.9,01:53.0
2015,B2014024,163,36,28,27,5.61,39.3,01:12.5,01:12.5,01:53.4
2015,B2014025,141,32,25,22,5.74,40.4,01:12.6,01:12.6,01:52.9
2015,B2014026,152,25,23,24,5.11,31.6,01:13.3,01:13.3,01:53.1
2015,B2014027,145,21,20,25,4.87,28.3,01:12.7,01:12.7,01:53.4
2015,B2014028,155,38,32,24,6.02,45.2,01:12.4,01:12.4,01:53.1
2015,B2014029,157,41,33,30,6.5,47.1,01:13.2,01:13.2,01:52.3
2015,B2014030,172,49,31,20,6.08,46.5,01:12.4,01:12.4,01:52.7
2015,B2014031,140,41,19,33,6.43,42.9,01:16.1,01:16.1,01:53.5
2015,B2014032,171,29,32,24,5.17,35.7,01:12.5,01:12.5,01:52.9
2015,B2014033,132,23,19,21,5.27,31.8,01:12.7,01:12.7,01:52.7
2015,B2014034,166,23,26,26,4.86,29.5,01:13.3,01:13.3,01:52.6
2015,B2014035,156,31,28,22,5.38,37.8,01:12.8,01:12.8,01:53.5
2015,B2014036,121,6,15,23,3.96,17.4,01:13.3,01:13.3,01:52.6
2015,B2014037,168,24,17,32,4.71,24.4,01:15.3,01:15.3,01:54.2
2015,B2014038,146,37,24,19,5.72,41.8,01:13.1,01:13.1,01:53.2
2015,B2014039,164,31,30,27,5.67,37.2,01:14.7,01:14.7,01:51.9
2015,B2014040,150,31,29,26,5.71,40,01:11.9,01:11.9,01:52.2
2015,B2014041,156,28,30,25,5.58,37.2,01:11.4,01:11.4,01:53.5
2015,B2014042,140,19,32,26,5.36,36.4,01:13.8,01:13.8,01:54.0
2015,B2014043,132,15,20,32,4.88,26.5,01:11.8,01:11.8,01:54.0
2015,B2014044,149,18,25,22,4.75,28.9,01:13.8,01:13.8,01:52.4
2015,B2014045,163,38,25,22,5.58,38.7,01:12.2,01:12.2,01:52.8
2015,B2014047,152,44,27,24,6.39,46.7,01:12.2,01:12.2,01:54.0
2015,B2014048,131,34,19,22,6,40.5,01:12.3,01:12.3,01:54.0
2015,B2014050,116,18,26,18,5.47,37.9,01:12.8,01:12.8,01:54.3
2015,B2014051,144,22,24,20,5.31,31.9,01:10.8,01:10.8,01:55.1
2015,B2014053,135,16,24,19,4.79,29.6,01:12.3,01:12.3,01:53.9
2015,B2014054,152,25,20,25,5.04,29.6,01:12.5,01:12.5,01:51.7
2015,B2014056,157,25,28,33,5.27,33.8,01:11.9,01:11.9,01:53.3
2015,B2014057,153,29,31,22,5.42,39.2,01:11.9,01:11.9,01:53.6
2015,B2014058,164,27,39,27,5.51,40.2,01:11.6,01:11.6,01:53.9
2015,B2014060,116,8,20,27,4.7,24.1,01:12.9,01:12.9,01:54.8
2015,B2014061,139,14,16,26,4.36,21.6,01:11.9,01:11.9,01:54.2
2015,B2014063,172,37,19,29,5.19,32.6,01:12.4,01:12.4,01:53.2
2015,B2014064,164,23,32,34,5.27,33.5,01:13.5,01:13.5,01:54.0
2015,B2014066,158,32,32,26,5.86,40.5,01:15.8,01:15.8,01:54.0
2015,B2014067,146,16,18,23,4.35,23.3,01:12.7,01:12.7,01:53.7
2015,B2014069,149,16,25,23,4.7,27.5,01:12.5,01:12.5,01:53.4
2015,B2014070,147,45,25,20,6.44,47.6,01:12.8,01:12.8,01:52.4
2015,B2014072,162,32,22,34,5.7,33.3,01:12.9,01:12.9,01:54.5
2015,B2014073,153,27,31,32,5.66,37.9,01:13.6,01:13.6,01:53.3
2015,B2014075,162,32,26,24,5.4,35.8,01:13.5,01:13.5,01:53.7
2015,B2014076,154,30,26,24,5.39,36.4,01:11.4,01:11.4,01:52.9
2015,B2014077,156,31,26,22,5.49,36.5,01:11.9,01:11.9,01:53.1
2015,B2014079,145,8,13,29,3.97,14.5,01:12.0,01:12.0,01:54.1
2015,B2014080,140,17,26,20,4.71,30.7,01:12.0,01:12.0,01:53.9
2015,B2014082,156,16,16,24,4.13,20.5,01:11.6,01:11.6,01:54.1
2015,B2014083,125,18,19,28,5.08,29.6,01:14.0,01:14.0,01:53.9
2015,B2014085,149,24,30,26,5.6,36.2,01:11.9,01:11.9,01:53.4
2015,B2014086,150,23,23,24,5.13,30.7,01:13.2,01:13.2,01:53.7
2015,B2014088,123,21,26,15,5.27,38.2,01:16.3,01:16.3,01:54.8
2015,B2014089,138,19,28,18,4.88,34.1,01:11.8,01:11.8,01:52.3
2015,B2014091,113,15,12,11,4.36,23.9,01:13.1,01:13.1,01:53.5
2015,B2014092,169,35,31,27,5.66,39.1,01:13.0,01:13.0,01:53.5
2015,B2014093,151,11,15,25,3.94,17.2,01:12.7,01:12.7,01:52.1
2015,B2014096,162,31,37,29,5.81,42,01:11.9,01:11.9,01:53.9
2015,B2014098,141,20,25,21,5.02,31.9,01:15.1,01:15.1,01:54.5
2015,B2014099,163,23,30,32,5.37,32.5,01:12.3,01:12.3,01:53.8
2015,B2014101,163,24,34,21,5.16,35.6,01:12.8,01:12.8,01:51.9
2015,B2014102,148,22,22,27,4.98,29.7,01:11.6,01:11.6,01:53.2
2015,B2014105,139,21,27,26,5.42,34.5,01:12.7,01:12.7,01:56.2
2015,B2014106,169,33,29,37,5.74,36.7,01:12.1,01:12.1,01:53.1
2015,B2014108,161,21,31,27,5.15,32.3,01:12.4,01:12.4,01:54.0
2015,B2014109,163,26,21,26,4.88,28.8,01:13.5,01:13.5,01:53.7
2015,B2014110,156,14,29,30,4.96,27.6,01:14.5,01:14.5,01:55.3
2015,B2014107,144,24,28,22,5.34,36.1,01:13.4,01:13.4,01:54.1
2015,B2014103,167,20,34,24,5.11,32.3,01:12.4,01:12.4,01:53.3
2015,B2014100,149,22,25,24,5.13,31.5,01:15.2,01:15.2,01:53.8
2015,B2014097,157,24,22,18,4.68,29.3,01:12.8,01:12.8,01:52.2
2015,B2014094,131,15,16,22,4.65,23.7,01:12.7,01:12.7,01:54.6
2015,B2014090,130,14,27,32,5.19,31.5,01:13.1,01:13.1,01:54.0
2015,B2014087,169,25,28,23,4.99,31.4,01:13.2,01:13.2,01:54.3
2015,B2014084,171,44,31,27,5.79,43.9,01:11.8,01:11.8,01:52.9
2015,B2014081,167,30,23,33,5.34,31.7,01:14.9,01:14.9,01:54.5
2015,B2014078,113,12,16,17,4.54,24.8,01:15.5,01:15.5,01:53.6
2015,B2014074,136,24,16,23,5.07,29.4,01:12.9,01:12.9,01:52.4
2015,B2014071,159,16,28,31,4.76,27.7,01:12.2,01:12.2,01:52.8
2015,B2014068,152,25,30,29,5.51,36.2,01:12.0,01:12.0,01:53.4
2015,B2014065,162,40,24,31,5.81,39.5,01:12.4,01:12.4,01:52.9
2015,B2014062,141,20,22,25,4.89,29.8,01:13.4,01:13.4,01:53.5
2015,B2014059,123,18,18,21,4.92,29.3,01:11.7,01:11.7,01:54.9
2015,B2014055,170,35,21,38,5.49,32.9,01:14.5,01:14.5,01:52.0
2015,B2014052,165,28,25,29,5.01,32.1,01:13.4,01:13.4,01:54.7
2015,B2014049,163,22,29,35,5.17,31.3,01:13.5,01:13.5,01:53.8
2015,B2014046,167,42,34,14,5.84,45.5,01:12.1,01:12.1,01:52.8
2016,B2016066,69,8,9,9,4.23,24.6,01:16.2,01:16.2,01:57.7
2016,B2016067,66,8,13,11,5.15,31.8,01:15.2,01:15.2,01:58.4
2016,B2016068,87,20,16,13,5.62,41.4,01:16.6,01:16.6,02:00.4
2016,B2016069,86,13,12,15,5.02,29.1,01:15.0,01:15.0,01:53.9
2016,B2016071,85,11,18,14,5.11,34.1,01:16.1,01:16.1,01:56.5
2016,B2016072,94,15,12,17,4.89,28.7,01:14.6,01:14.6,01:58.7
2016,B2016074,96,21,20,19,5.86,42.7,01:14.1,01:14.1,02:00.5
2016,B2016075,93,21,14,13,5.42,37.6,01:14.9,01:14.9,01:55.5
2016,B2016077,86,5,12,15,4.15,19.8,01:16.6,01:16.6,01:56.2
2016,B2016078,69,15,13,9,5.64,40.6,01:16.0,01:16.0,01:55.4
2016,B2016080,90,23,18,12,6.06,45.6,01:17.0,01:17.0,01:59.0
2016,B2016081,82,22,21,7,6.15,52.4,01:15.2,01:15.2,02:03.5
2016,B2016083,81,17,10,14,5.27,33.3,01:14.7,01:14.7,01:59.4
2016,B2016084,73,12,17,15,5.75,39.7,01:16.1,01:16.1,01:55.0
2016,B2016086,102,19,16,13,5.27,34.3,01:14.7,01:14.7,01:56.7
2016,B2016087,69,9,14,9,5.03,33.3,01:15.5,01:15.5,02:00.2
2016,B2016089,102,26,25,20,6.41,50,01:14.4,01:14.4,01:58.9
2016,B2016090,76,9,14,13,5.09,30.3,01:16.5,01:16.5,01:58.0
2016,B2016092,98,16,23,16,5.55,39.8,01:16.1,01:16.1,01:54.5
2016,B2016093,63,9,8,8,4.56,27,01:15.7,01:15.7,02:00.5
2016,B2016094,106,18,19,18,5.31,34.9,01:15.4,01:15.4,01:54.8
2016,B2016096,85,7,15,18,4.61,25.9,01:15.1,01:15.1,01:56.3
2016,B2016097,94,17,17,15,5.34,36.2,01:15.7,01:15.7,01:57.6
2016,B2016099,62,3,0,3,2.66,4.8,01:14.3,01:14.3,01:56.1
2016,B2016100,83,14,19,9,5.28,39.8,01:14.5,01:14.5,02:04.1
2016,B2016102,90,8,9,16,4.16,18.9,01:15.1,01:15.1,01:56.1
2016,B2016103,98,18,24,15,5.76,42.9,01:15.5,01:15.5,01:59.3
2016,B2016105,69,7,11,11,4.54,26.1,01:17.8,01:17.8,02:00.8
2016,B2016106,91,13,8,24,4.76,23.1,01:14.9,01:14.9,02:00.1
2016,B2016108,77,10,14,12,4.82,31.2,01:16.4,01:16.4,01:58.2
2016,B2016109,86,18,10,11,5.05,32.6,01:15.5,01:15.5,02:01.6
2016,B2016110,85,10,16,13,4.94,30.6,01:15.9,01:15.9,02:03.1
2016,B2016107,88,23,14,4,5.53,42,01:15.6,01:15.6,01:58.4
2016,B2016104,86,19,17,14,5.8,41.9,01:16.7,01:16.7,01:55.6
2016,B2016101,87,15,14,15,5.17,33.3,01:15.1,01:15.1,01:58.6
2016,B2016098,81,7,14,12,4.56,25.9,01:17.5,01:17.5,01:58.2
2016,B2016095,89,17,10,15,5.16,30.3,01:16.2,01:16.2,01:57.7
2016,B2016091,87,25,15,18,6.34,46,01:15.8,01:15.8,01:57.6
2016,B2016088,91,19,12,13,5.33,34.1,01:14.6,01:14.6,01:59.2
2016,B2016085,58,11,11,8,5.34,37.9,01:16.6,01:16.6,01:55.9
2016,B2016082,98,20,17,17,5.51,37.8,01:14.5,01:14.5,01:56.1
2016,B2016079,87,4,11,18,4.15,17.2,01:17.0,01:17.0,01:55.9
2016,B2016076,96,19,16,11,5.35,36.5,01:14.7,01:14.7,01:58.2
2016,B2016073,87,18,22,15,6.03,46,01:14.1,01:14.1,01:57.5
2016,B2016070,69,11,7,13,4.71,26.1,01:16.7,01:16.7,02:01.0
2016,B2016065,87,10,16,15,4.82,29.9,01:16.6,01:16.6,01:55.9
2016,B2016021,74,10,12,15,5,29.7,01:15.9,01:15.9,01:55.1
2016,B2016018,87,16,12,18,5.49,32.2,01:15.5,01:15.5,01:55.9
2016,B2016015,89,15,17,22,5.65,36,01:15.7,01:15.7,01:57.3
2016,B2016012,93,14,16,14,5.05,32.3,01:15.0,01:15.0,01:55.3
2016,B2016009,81,13,13,20,5.52,32.1,01:16.9,01:16.9,01:56.2
2016,B2016006,96,22,15,17,5.63,38.5,01:15.5,01:15.5,01:59.7
2016,B2016002,97,21,17,19,5.96,39.2,01:16.4,01:16.4,01:57.3
