BASE_YEAR,BOAT_NO,PRACE_NCNT,N1CK_NCNT,N2CK_NCNT,N3CK_NCNT,AVRG_CKSN_SCORE_VALUE,YUNDAE_RT,BEST_SAIL_TIME_VALUE,N2JU_BEST_TIME_VALUE,N3JU_BEST_TIME_VALUE
2018,B2018101,63,10,12,11,5.32,34.9,01:14.9,01:14.9,01:53.5
2018,B2018102,49,10,15,6,6.18,51,01:14.6,01:14.6,01:52.7
2018,B2018104,80,11,15,14,5.11,32.5,01:17.2,01:17.2,01:52.5
2018,B2018105,78,9,15,17,5.27,30.8,01:14.7,01:14.7,01:53.3
2018,B2018107,64,11,10,18,5.63,32.8,01:16.0,01:16.0,01:55.2
2018,B2018108,44,7,5,8,4.82,27.3,01:14.8,01:14.8,01:53.2
2018,B2018110,42,6,6,9,4.95,28.6,01:15.9,01:15.9,01:53.8
2018,B2016031,215,30,36,38,5.07,30.7,01:15.7,01:15.7,01:58.8
2018,B2016035,215,37,33,40,5.35,32.6,01:14.7,01:14.7,01:57.8
2018,B2016038,213,42,43,37,5.72,39.9,01:15.3,01:15.3,01:55.5
2018,B2016028,200,30,36,33,5.18,33,01:15.2,01:15.2,01:55.1
2018,B2016041,227,29,40,36,4.98,30.4,01:16.2,01:16.2,01:57.5
2018,B2016044,89,12,15,17,5.04,30.3,01:15.3,01:15.3,01:55.9
2018,B2016048,151,12,17,26,4.07,19.2,01:16.4,01:16.4,01:58.6
2018,B2016051,116,19,18,21,5.09,31.9,01:15.8,01:15.8,01:54.8
2018,B2016054,190,20,30,29,4.58,26.3,01:16.2,01:16.2,02:02.0
2018,B2016057,183,24,35,25,4.82,32.2,01:15.7,01:15.7,01:55.8
2018,B2016060,216,36,33,35,5,31.9,01:15.2,01:15.2,01:57.9
2018,B2016063,149,8,19,32,4.14,18.1,01:16.5,01:16.5,01:56.4
2018,B2016067,173,24,35,20,4.99,34.1,01:15.2,01:15.2,01:58.4
2018,B2016070,206,38,32,34,5.24,34,01:15.2,01:15.2,02:01.0
2018,B2016073,89,19,22,15,6.06,46.1,01:14.1,01:14.1,01:57.5
2018,B2016076,195,31,35,32,5.25,33.8,01:14.7,01:14.7,01:58.2
2018,B2016079,159,12,23,27,4.35,22,01:16.0,01:16.0,01:55.9
2018,B2016082,198,33,36,40,5.35,34.8,01:14.5,01:14.5,01:56.1
2018,B2016086,210,42,31,29,5.34,34.8,01:14.7,01:14.7,01:56.7
2018,B2016089,206,54,45,33,6.22,48.1,01:14.4,01:14.4,01:58.9
2018,B2016092,197,30,39,34,5.28,35,01:15.4,01:15.4,01:54.5
2018,B2016095,198,38,28,37,5.34,33.3,01:15.5,01:15.5,01:57.7
2018,B2016098,165,19,28,27,4.99,28.5,01:16.4,01:16.4,01:58.2
2018,B2016102,209,33,39,34,5.17,34.4,01:15.0,01:15.0,01:56.1
2018,B2016105,184,26,25,26,4.71,27.7,01:16.0,01:16.0,02:00.8
2018,B2016108,195,25,32,28,4.66,29.2,01:15.9,01:15.9,01:58.2
2018,B2018001,73,17,11,14,5.82,38.4,01:16.6,01:16.6,01:52.4
2018,B2018005,80,18,14,8,5.28,40,01:15.5,01:15.5,01:53.5
2018,B2018008,82,13,10,9,4.62,28,01:15.9,01:15.9,01:54.4
2018,B2018011,71,13,13,9,5.35,36.6,01:16.0,01:16.0,01:52.8
2018,B2018014,76,14,14,13,5.45,36.8,01:15.2,01:15.2,01:54.2
2018,B2018017,82,11,14,10,4.67,30.5,01:15.5,01:15.5,01:54.0
2018,B2018063,65,9,7,12,4.34,24.6,01:14.5,01:14.5,01:55.7
2018,B2018066,70,15,14,8,5.63,41.4,01:15.1,01:15.1,01:54.7
2018,B2018069,78,17,15,10,5.88,41,01:15.2,01:15.2,01:56.8
2018,B2018072,56,2,4,11,3.75,10.7,01:17.6,01:17.6,01:53.2
2018,B2018075,82,15,16,7,5.28,37.8,01:14.1,01:14.1,01:53.4
2018,B2018078,86,16,15,13,5.41,36,01:16.4,01:16.4,01:53.2
2018,B2018081,82,11,16,13,4.98,32.9,01:13.9,01:13.9,01:56.1
2018,B2018084,48,5,6,14,4.75,22.9,01:17.0,01:17.0,01:53.4
2018,B2018087,71,14,16,9,5.66,42.3,01:14.3,01:14.3,01:54.0
2018,B2018090,53,10,9,5,4.94,35.8,01:16.5,01:16.5,01:54.8
2018,B2018093,76,11,17,10,5.36,36.8,01:15.5,01:15.5,01:55.3
2018,B2018097,65,19,12,10,6.32,47.7,01:16.1,01:16.1,01:53.2
2018,B2018100,86,8,19,15,4.97,31.4,01:16.6,01:16.6,01:53.2
2018,B2018103,42,2,9,4,4.14,26.2,01:16.4,01:16.4,01:54.1
2018,B2018106,91,17,18,13,5.42,38.5,01:15.9,01:15.9,01:53.6
2018,B2018109,80,11,12,13,4.84,28.8,01:14.7,01:14.7,01:54.4
2019,B2018054,174,29,30,33,5.3,33.9,01:15.2,01:15.2,01:53.2
2019,B2018058,175,32,29,28,5.27,34.9,01:14.4,01:14.4,01:53.9
2019,B2018061,165,22,32,30,4.98,32.7,01:14.7,01:14.7,01:53.1
2019,B2018064,165,16,33,26,4.92,29.7,01:15.4,01:15.4,01:55.2
2019,B2018067,175,37,25,31,5.49,35.4,01:15.1,01:15.1,01:54.7
2019,B2018071,140,33,24,21,5.74,40.7,01:13.5,01:13.5,01:51.0
2019,B2018074,158,26,26,26,5.06,32.9,01:14.3,01:14.3,01:54.5
2019,B2018077,146,21,13,27,4.43,23.3,01:15.1,01:15.1,01:55.3
2019,B2018080,174,25,35,33,5.23,34.5,01:15.1,01:15.1,01:56.4
2019,B2018083,169,17,29,35,4.79,27.2,01:15.4,01:15.4,01:54.1
2019,B2018087,163,28,33,25,5.4,37.4,01:14.2,01:14.2,01:54.0
2019,B2016096,175,17,27,27,4.5,25.1,01:15.1,01:15.1,01:56.3
2019,B2016097,135,21,22,22,5.02,31.9,01:15.7,01:15.7,01:57.6
2019,B2016098,165,19,28,27,4.99,28.5,01:16.4,01:16.4,01:58.2
2019,B2016099,102,5,8,13,3.57,12.7,01:14.3,01:14.3,01:56.1
2019,B2016101,175,21,24,33,4.78,25.7,01:15.1,01:15.1,01:58.6
2019,B2016102,209,33,39,34,5.17,34.4,01:15.0,01:15.0,01:56.1
2019,B2016103,219,34,46,34,5.29,36.5,01:15.5,01:15.5,01:59.3
2019,B2016105,184,26,25,26,4.71,27.7,01:16.0,01:16.0,02:00.8
2019,B2016106,189,18,26,41,4.6,23.3,01:14.9,01:14.9,02:00.1
2019,B2016108,195,25,32,28,4.66,29.2,01:15.9,01:15.9,01:58.2
2019,B2016109,192,31,23,26,4.68,28.1,01:15.5,01:15.5,02:01.6
2019,B2018001,153,31,29,25,5.75,39.2,01:15.0,01:15.0,01:52.4
2019,B2018002,154,32,27,26,5.59,38.3,01:14.3,01:14.3,01:50.8
2019,B2018004,138,16,24,24,4.84,29,01:15.4,01:15.4,01:53.1
2019,B2016095,198,38,28,37,5.34,33.3,01:15.5,01:15.5,01:57.7
2019,B2016094,201,31,33,36,5.12,31.8,01:15.4,01:15.4,01:54.8
2019,B2016093,173,23,24,27,4.68,27.2,01:15.7,01:15.7,02:00.5
2019,B2016092,197,30,39,34,5.28,35,01:15.4,01:15.4,01:54.5
2019,B2016091,171,36,30,28,5.54,38.6,01:15.8,01:15.8,01:57.6
2019,B2016090,173,25,26,26,5.02,29.5,01:15.4,01:15.4,01:58.0
2019,B2016089,206,54,45,33,6.22,48.1,01:14.4,01:14.4,01:58.9
2019,B2016088,209,44,31,30,5.4,35.9,01:14.6,01:14.6,01:59.2
2019,B2016087,162,24,29,23,4.98,32.7,01:15.1,01:15.1,02:00.2
2019,B2016086,210,42,31,29,5.34,34.8,01:14.7,01:14.7,01:56.7
2019,B2016085,173,37,31,25,5.51,39.3,01:15.1,01:15.1,01:55.9
2019,B2016084,165,30,35,28,5.57,39.4,01:16.1,01:16.1,01:55.0
2019,B2016083,220,40,41,41,5.49,36.8,01:14.7,01:14.7,01:59.4
2019,B2016082,198,33,36,40,5.35,34.8,01:14.5,01:14.5,01:56.1
2019,B2016081,201,35,40,28,5.27,37.3,01:15.2,01:15.2,02:03.5
2019,B2016080,196,43,37,28,5.71,40.8,01:16.0,01:16.0,01:59.0
2019,B2016079,159,12,23,27,4.35,22,01:16.0,01:16.0,01:55.9
2019,B2016078,176,46,32,25,5.95,44.3,01:15.3,01:15.3,01:55.4
2019,B2016077,185,25,31,25,4.92,30.3,01:15.0,01:15.0,01:56.2
2019,B2016076,195,31,35,32,5.25,33.8,01:14.7,01:14.7,01:58.2
2019,B2016075,199,38,31,29,5.18,34.7,01:14.9,01:14.9,01:55.5
2019,B2016074,186,42,32,38,5.84,39.8,01:14.1,01:14.1,02:00.5
2019,B2016073,89,19,22,15,6.06,46.1,01:14.1,01:14.1,01:57.5
2019,B2016072,210,33,33,40,5.18,31.4,01:14.6,01:14.6,01:58.7
2019,B2018007,167,32,31,39,5.88,37.7,01:14.2,01:14.2,01:52.4
2019,B2018008,150,22,19,18,4.69,27.3,01:14.2,01:14.2,01:54.4
2019,B2018009,168,23,26,29,4.97,29.2,01:14.6,01:14.6,01:53.7
2019,B2018011,164,32,24,25,5.2,34.1,01:14.7,01:14.7,01:52.8
2019,B2018012,125,11,22,22,4.62,26.4,01:15.9,01:15.9,01:55.5
2019,B2018014,177,28,36,33,5.31,36.2,01:15.0,01:15.0,01:54.2
2019,B2018015,150,21,25,23,4.9,30.7,01:14.7,01:14.7,01:55.7
2019,B2016071,209,35,32,38,5.18,32.1,01:15.7,01:15.7,01:56.5
2019,B2016070,206,38,32,34,5.24,34,01:15.2,01:15.2,02:01.0
2019,B2016069,210,38,34,38,5.32,34.3,01:14.3,01:14.3,01:53.9
2019,B2016068,212,55,37,40,6.04,43.4,01:15.5,01:15.5,02:00.4
2019,B2016067,173,24,35,20,4.99,34.1,01:15.2,01:15.2,01:58.4
2019,B2016066,161,29,18,30,4.93,29.2,01:15.2,01:15.2,01:57.7
2019,B2016065,199,26,29,39,4.84,27.6,01:15.3,01:15.3,01:55.9
2019,B2016064,80,8,17,17,4.98,31.3,01:16.2,01:16.2,01:54.3
2019,B2016063,149,8,19,32,4.14,18.1,01:16.5,01:16.5,01:56.4
2019,B2016062,208,42,31,43,5.5,35.1,01:14.0,01:14.0,01:56.1
2019,B2016061,203,28,43,25,4.97,35,01:14.8,01:14.8,01:57.2
2019,B2016060,216,36,33,35,5,31.9,01:15.2,01:15.2,01:57.9
2019,B2016059,140,32,26,24,5.84,41.4,01:13.6,01:13.6,01:57.8
2019,B2018044,167,35,22,31,5.25,34.1,01:14.0,01:14.0,01:53.1
2019,B2018043,174,27,31,32,5.2,33.3,01:14.3,01:14.3,01:51.8
2019,B2018041,142,36,28,34,6.42,45.1,01:14.3,01:14.3,01:53.1
2019,B2016018,221,39,33,40,5.33,32.6,01:15.5,01:15.5,01:55.9
2019,B2016015,201,32,37,38,5.33,34.3,01:15.6,01:15.6,01:57.3
2019,B2016012,149,21,27,23,5.01,32.2,01:15.0,01:15.0,01:55.3
2019,B2016009,186,30,29,34,5.19,31.7,01:15.6,01:15.6,01:56.2
2019,B2016005,213,64,39,25,6.14,48.4,01:15.0,01:15.0,01:55.0
2019,B2018040,171,28,30,22,5.08,33.9,01:15.1,01:15.1,01:54.8
2019,B2016046,221,38,39,24,5.1,34.8,01:15.3,01:15.3,01:57.7
2019,B2016043,199,42,24,34,5.31,33.2,01:15.7,01:15.7,02:01.5
2019,B2018039,164,27,24,26,4.82,31.1,01:14.7,01:14.7,01:53.0
2019,B2018037,186,30,35,38,5.32,34.9,01:13.6,01:13.6,01:55.0
2019,B2016004,89,21,12,15,5.45,37.1,01:15.6,01:15.6,01:53.9
2019,B2016006,181,43,32,28,5.72,41.4,01:15.4,01:15.4,01:59.7
2019,B2016007,216,40,41,48,5.67,37.5,01:14.0,01:14.0,01:57.3
2019,B2016008,212,46,42,34,5.63,41.5,01:14.8,01:14.8,01:55.4
2019,B2016010,200,32,34,44,5.4,33,01:15.4,01:15.4,01:55.0
2019,B2016011,217,39,33,38,5.29,33.2,01:15.7,01:15.7,02:01.0
2019,B2016013,192,23,34,25,4.76,29.7,01:14.8,01:14.8,01:59.7
2019,B2016014,158,13,31,24,4.55,27.8,01:15.0,01:15.0,01:56.6
2019,B2016002,197,41,35,39,5.92,38.6,01:15.4,01:15.4,01:57.3
2019,B2016016,213,32,38,47,5.32,32.9,01:15.1,01:15.1,01:58.9
2019,B2016017,195,33,47,41,5.87,41,01:14.9,01:14.9,01:56.2
2019,B2016019,208,40,37,27,5.33,37,01:15.9,01:15.9,01:55.7
2019,B2016020,154,10,16,24,4.01,16.9,01:17.6,01:17.6,02:00.5
2019,B2016021,209,35,26,45,5.09,29.2,01:15.6,01:15.6,01:55.1
2019,B2016023,17,4,5,0,5.65,52.9,01:16.7,01:16.7,01:53.0
2019,B2016024,161,15,20,28,4.3,21.7,01:16.6,01:16.6,01:56.8
2019,B2016026,205,40,46,41,5.76,42,01:15.0,01:15.0,01:56.5
2019,B2016027,198,43,34,34,5.67,38.9,01:15.8,01:15.8,01:53.7
2019,B2018036,114,24,12,15,5.32,31.6,01:15.6,01:15.6,01:52.7
2019,B2018034,176,35,27,23,5.16,35.2,01:14.9,01:14.9,01:53.6
2019,B2018033,166,28,30,24,5.2,34.9,01:14.4,01:14.4,01:53.9
2019,B2018031,162,34,22,29,5.41,34.6,01:15.1,01:15.1,01:53.7
2019,B2018030,166,30,33,25,5.52,38,01:15.0,01:15.0,01:54.1
2019,B2018028,153,36,25,31,5.96,39.9,01:14.7,01:14.7,01:54.3
2019,B2018027,154,41,26,22,5.94,43.5,01:13.9,01:13.9,01:53.9
2019,B2018025,147,28,25,37,5.82,36.1,01:14.7,01:14.7,01:51.8
2019,B2018024,139,24,25,25,5.29,35.3,01:14.8,01:14.8,01:53.5
2019,B2018023,159,26,35,28,5.6,38.4,01:14.9,01:14.9,01:54.3
2019,B2018021,171,38,28,28,5.53,38.6,01:14.6,01:14.6,01:54.6
2019,B2018020,160,23,32,31,5.27,34.4,01:15.4,01:15.4,01:52.7
2019,B2016029,183,19,22,37,4.63,22.4,01:16.6,01:16.6,02:00.4
2019,B2016030,194,37,35,28,5.24,37.1,01:15.4,01:15.4,01:56.8
2019,B2016032,184,21,26,28,4.41,25.5,01:16.8,01:16.8,01:55.2
2019,B2016033,207,36,49,39,5.85,41.1,01:16.0,01:16.0,01:56.7
2019,B2016035,215,37,33,40,5.35,32.6,01:14.7,01:14.7,01:57.8
2019,B2016036,162,14,24,22,4.18,23.5,01:15.4,01:15.4,01:59.5
2019,B2016038,213,42,43,37,5.72,39.9,01:15.3,01:15.3,01:55.5
2019,B2016039,206,34,38,31,5.19,35,01:15.1,01:15.1,01:56.1
2019,B2016041,227,29,40,36,4.98,30.4,01:16.2,01:16.2,01:57.5
2019,B2016042,83,16,14,14,5.43,36.1,01:15.6,01:15.6,01:53.3
2019,B2016044,89,12,15,17,5.04,30.3,01:15.3,01:15.3,01:55.9
2019,B2016045,184,44,36,31,6.02,43.5,01:14.9,01:14.9,01:57.2
2019,B2016003,213,51,29,30,5.46,37.6,01:15.7,01:15.7,01:54.8
2019,B2018017,155,22,31,19,4.92,34.2,01:15.4,01:15.4,01:54.0
2019,B2018018,152,29,22,28,5.17,33.6,01:13.7,01:13.7,01:54.9
2019,B2016058,199,34,31,40,5.28,32.7,01:15.7,01:15.7,01:55.2
2019,B2016057,183,24,35,25,4.82,32.2,01:15.7,01:15.7,01:55.8
2019,B2016056,199,39,32,32,5.4,35.7,01:14.9,01:14.9,02:03.9
2019,B2016001,181,31,26,38,5.31,31.5,01:15.2,01:15.2,02:00.0
2019,B2016055,208,48,43,29,5.87,43.8,01:15.0,01:15.0,01:52.2
2019,B2016054,190,20,30,29,4.58,26.3,01:16.2,01:16.2,02:02.0
2019,B2018005,170,34,31,22,5.28,38.2,01:14.1,01:14.1,01:53.5
2019,B2016052,205,38,34,46,5.68,35.1,01:15.0,01:15.0,01:58.4
2019,B2016051,116,19,18,21,5.09,31.9,01:15.8,01:15.8,01:54.8
2019,B2016049,159,36,37,22,5.89,45.9,01:16.1,01:16.1,01:55.7
2019,B2016048,151,12,17,26,4.07,19.2,01:16.4,01:16.4,01:58.6
2019,B2016047,129,13,17,18,4.24,23.3,01:17.1,01:17.1,01:58.9
2019,B2018049,176,27,33,30,5.22,34.1,01:14.2,01:14.2,01:54.7
2019,B2018047,133,19,20,14,4.56,29.3,01:14.6,01:14.6,01:53.5
2019,B2018046,167,33,30,25,5.29,37.7,01:14.5,01:14.5,01:53.8
2019,B2016050,155,17,29,28,4.88,29.7,01:15.7,01:15.7,01:58.4
2019,B2016053,168,19,27,29,4.68,27.4,01:16.1,01:16.1,01:53.8
2019,B2016100,198,35,43,30,5.44,39.4,01:14.5,01:14.5,02:04.1
2019,B2016104,218,43,40,39,5.56,38.1,01:16.5,01:16.5,01:55.6
2019,B2016107,217,53,32,33,5.6,39.2,01:14.6,01:14.6,01:58.4
2019,B2016110,197,38,39,26,5.36,39.1,01:15.7,01:15.7,02:03.1
2019,B2018003,131,14,18,13,4.1,24.4,01:15.4,01:15.4,01:53.5
2019,B2018006,169,24,31,31,5.17,32.5,01:15.0,01:15.0,01:54.6
2019,B2018010,153,19,26,28,4.93,29.4,01:15.1,01:15.1,01:54.6
2019,B2016040,69,9,11,11,4.71,29,01:16.9,01:16.9,01:53.8
2019,B2016037,177,16,23,36,4.6,22,01:15.3,01:15.3,01:57.4
2019,B2016034,197,36,28,34,5.24,32.5,01:16.0,01:16.0,01:56.9
2019,B2016031,215,30,36,38,5.07,30.7,01:15.7,01:15.7,01:58.8
2019,B2016028,200,30,36,33,5.18,33,01:15.2,01:15.2,01:55.1
2019,B2016025,88,3,4,11,2.99,8,01:17.6,01:17.6,01:59.7
2019,B2016022,186,33,21,31,4.97,29,01:15.1,01:15.1,01:55.8
2019,B2018013,177,33,22,33,5.14,31.1,01:14.9,01:14.9,01:55.4
2019,B2018016,185,39,27,30,5.43,35.7,01:14.4,01:14.4,01:54.5
2019,B2018019,159,44,27,33,6.3,44.7,01:14.1,01:14.1,01:51.4
2019,B2018022,141,21,30,21,5.24,36.2,01:14.3,01:14.3,01:53.7
2019,B2018026,142,15,15,22,4.14,21.1,01:14.2,01:14.2,01:55.5
2019,B2018029,169,28,27,24,5.01,32.5,01:14.7,01:14.7,01:53.5
2019,B2018032,164,25,31,39,5.62,34.1,01:15.0,01:15.0,01:52.6
2019,B2018035,146,18,27,20,4.76,30.8,01:14.7,01:14.7,01:52.4
2019,B2018038,174,28,32,25,5.14,34.5,01:14.5,01:14.5,01:56.7
2019,B2018042,169,31,26,33,5.48,33.7,01:14.6,01:14.6,01:52.3
2019,B2018045,146,15,25,30,4.73,27.4,01:16.1,01:16.1,01:55.9
2019,B2018048,173,38,33,25,5.49,41,01:14.7,01:14.7,01:54.6
2019,B2018051,176,32,24,22,5.19,31.8,01:14.7,01:14.7,01:54.1
2019,B2018110,132,24,19,19,4.95,32.6,01:15.6,01:15.6,01:53.8
2019,B2018109,175,27,31,26,5.07,33.1,01:14.7,01:14.7,01:54.4
2019,B2018108,139,26,18,27,5.35,31.7,01:14.7,01:14.7,01:53.2
2019,B2018050,159,24,20,25,4.78,27.7,01:15.1,01:15.1,01:56.2
2019,B2018107,148,20,23,31,5.06,29.1,01:15.6,01:15.6,01:55.2
2019,B2018106,165,32,40,29,5.88,43.6,01:15.4,01:15.4,01:53.6
2019,B2018105,170,27,32,33,5.51,34.7,01:14.7,01:14.7,01:53.3
2019,B2018104,174,27,28,25,5.05,31.6,01:15.9,01:15.9,01:52.5
2019,B2018103,110,10,24,10,4.48,30.9,01:16.4,01:16.4,01:54.1
2019,B2018102,136,36,26,21,6.21,45.6,01:14.2,01:14.2,01:52.7
2019,B2018101,174,28,35,29,5.37,36.2,01:14.9,01:14.9,01:53.5
2019,B2018100,161,26,27,31,5.22,32.9,01:15.3,01:15.3,01:53.2
2019,B2018099,147,43,17,28,6.07,40.8,01:13.3,01:13.3,01:53.1
2019,B2018098,172,21,26,34,4.9,27.3,01:14.8,01:14.8,01:53.3
2019,B2018097,157,38,22,22,5.71,38.2,01:15.1,01:15.1,01:53.2
2019,B2018096,158,19,24,24,4.73,27.2,01:15.6,01:15.6,01:55.2
2019,B2018095,163,22,25,27,4.91,28.8,01:14.6,01:14.6,01:53.7
2019,B2018094,171,25,28,29,5.08,31,01:14.8,01:14.8,01:53.8
2019,B2018093,160,21,29,27,5.12,31.3,01:15.4,01:15.4,01:55.3
2019,B2018092,154,35,22,23,5.46,37,01:15.2,01:15.2,01:56.0
2019,B2018091,166,24,26,30,5.04,30.1,01:15.3,01:15.3,01:55.4
2019,B2018090,136,19,18,20,4.62,27.2,01:16.0,01:16.0,01:54.8
2019,B2018089,159,28,27,23,5.3,34.6,01:13.8,01:13.8,01:53.8
2019,B2018088,162,27,23,18,4.89,30.9,01:16.0,01:16.0,01:53.1
2019,B2018086,121,10,16,12,4.04,21.5,01:15.5,01:15.5,01:54.0
2019,B2018085,115,11,11,18,3.92,19.1,01:15.7,01:15.7,01:53.8
2019,B2018084,130,22,20,26,5.09,32.3,01:15.1,01:15.1,01:53.4
2019,B2018082,155,25,36,27,5.47,39.4,01:15.1,01:15.1,01:55.9
2019,B2018081,165,24,29,22,4.88,32.1,01:13.9,01:13.9,01:56.1
2019,B2018079,172,40,26,29,5.51,38.4,01:14.9,01:14.9,01:50.8
2019,B2018078,178,32,38,20,5.31,39.3,01:14.8,01:14.8,01:53.2
2019,B2018076,175,23,26,26,4.66,28,01:14.2,01:14.2,01:55.9
2019,B2018075,166,32,32,21,5.42,38.6,01:14.1,01:14.1,01:53.4
2019,B2018073,151,20,23,21,4.66,28.5,01:14.1,01:14.1,01:52.1
2019,B2018072,152,21,20,25,4.72,27,01:14.8,01:14.8,01:53.2
2019,B2018070,166,21,35,37,5.2,33.7,01:15.3,01:15.3,01:53.1
2019,B2018069,126,26,26,21,5.94,41.3,01:15.2,01:15.2,01:56.8
2019,B2018068,128,20,28,26,5.63,37.5,01:15.0,01:15.0,01:53.6
2019,B2018066,184,33,24,28,4.99,31,01:15.0,01:15.0,01:54.7
2019,B2018065,158,22,28,27,5.09,31.6,01:14.8,01:14.8,01:54.8
2019,B2018063,152,16,21,26,4.41,24.3,01:14.5,01:14.5,01:55.7
2019,B2018062,167,23,27,40,5.15,29.9,01:14.7,01:14.7,01:53.2
2019,B2018060,161,29,33,28,5.47,38.5,01:14.9,01:14.9,01:52.2
2019,B2018059,155,29,28,22,5.32,36.8,01:14.8,01:14.8,01:53.2
2019,B2018057,180,29,25,32,5.17,30,01:14.7,01:14.7,01:52.6
2019,B2018056,146,18,23,24,4.78,28.1,01:14.7,01:14.7,01:53.8
2019,B2018055,177,30,28,28,5.15,32.8,01:14.8,01:14.8,01:53.5
2019,B2018053,177,32,28,35,5.42,33.9,01:14.8,01:14.8,01:56.2
2019,B2018052,132,23,19,32,5.64,31.8,01:14.8,01:14.8,01:54.3
2020,B2016085,173,37,31,25,5.51,39.3,01:15.1,01:15.1,01:55.9
2020,B2016084,165,30,35,28,5.57,39.4,01:16.1,01:16.1,01:55.0
2020,B2016083,220,40,41,41,5.49,36.8,01:14.7,01:14.7,01:59.4
2020,B2016082,198,33,36,40,5.35,34.8,01:14.5,01:14.5,01:56.1
2020,B2016081,201,35,40,28,5.27,37.3,01:15.2,01:15.2,02:03.5
2020,B2016080,196,43,37,28,5.71,40.8,01:16.0,01:16.0,01:59.0
2020,B2016079,159,12,23,27,4.35,22,01:16.0,01:16.0,01:55.9
2020,B2016078,176,46,32,25,5.95,44.3,01:15.3,01:15.3,01:55.4
2020,B2016077,185,25,31,25,4.92,30.3,01:15.0,01:15.0,01:56.2
2020,B2016076,195,31,35,32,5.25,33.8,01:14.7,01:14.7,01:58.2
2020,B2016075,199,38,31,29,5.18,34.7,01:14.9,01:14.9,01:55.5
2020,B2016074,186,42,32,38,5.84,39.8,01:14.1,01:14.1,02:00.5
2020,B2016073,89,19,22,15,6.06,46.1,01:14.1,01:14.1,01:57.5
2020,B2016072,210,33,33,40,5.18,31.4,01:14.6,01:14.6,01:58.7
2020,B2016071,209,35,32,38,5.18,32.1,01:15.7,01:15.7,01:56.5
2020,B2016070,206,38,32,34,5.24,34,01:15.2,01:15.2,02:01.0
2020,B2016069,210,38,34,38,5.32,34.3,01:14.3,01:14.3,01:53.9
2020,B2016068,212,55,37,40,6.04,43.4,01:15.5,01:15.5,02:00.4
2020,B2016067,173,24,35,20,4.99,34.1,01:15.2,01:15.2,01:58.4
2020,B2016066,161,29,18,30,4.93,29.2,01:15.2,01:15.2,01:57.7
2020,B2016065,199,26,29,39,4.84,27.6,01:15.3,01:15.3,01:55.9
2020,B2016064,80,8,17,17,4.98,31.3,01:16.2,01:16.2,01:54.3
2020,B2016063,149,8,19,32,4.14,18.1,01:16.5,01:16.5,01:56.4
2020,B2016062,208,42,31,43,5.5,35.1,01:14.0,01:14.0,01:56.1
2020,B2016061,203,28,43,25,4.97,35,01:14.8,01:14.8,01:57.2
2020,B2016060,216,36,33,35,5,31.9,01:15.2,01:15.2,01:57.9
2020,B2016059,140,32,26,24,5.84,41.4,01:13.6,01:13.6,01:57.8
2020,B2016058,199,34,31,40,5.28,32.7,01:15.7,01:15.7,01:55.2
2020,B2016057,183,24,35,25,4.82,32.2,01:15.7,01:15.7,01:55.8
2020,B2020100,1,0,0,0,0,0,,:.,:.
2020,B2016056,199,39,32,32,5.4,35.7,01:14.9,01:14.9,02:03.9
2020,B2016103,219,34,46,34,5.29,36.5,01:15.5,01:15.5,01:59.3
2020,B2016055,208,48,43,29,5.87,43.8,01:15.0,01:15.0,01:52.2
2020,B2016054,190,20,30,29,4.58,26.3,01:16.2,01:16.2,02:02.0
2020,B2016053,168,19,27,29,4.68,27.4,01:16.1,01:16.1,01:53.8
2020,B2016052,205,38,34,46,5.68,35.1,01:15.0,01:15.0,01:58.4
2020,B2018046,178,38,30,27,5.35,38.2,01:14.5,01:14.5,01:53.8
2020,B2018045,154,15,28,32,4.79,27.9,01:16.1,01:16.1,01:55.9
2020,B2018044,177,35,23,33,5.14,32.8,01:14.0,01:14.0,01:53.1
2020,B2018043,188,28,33,36,5.15,32.4,01:14.3,01:14.3,01:51.8
2020,B2018042,178,33,26,39,5.53,33.1,01:14.6,01:14.6,01:52.3
2020,B2018041,142,36,28,34,6.42,45.1,01:14.3,01:14.3,01:53.1
2020,B2018040,176,28,32,23,5.08,34.1,01:15.1,01:15.1,01:54.8
2020,B2018039,177,27,25,29,4.77,29.4,01:14.7,01:14.7,01:53.0
2020,B2018038,185,30,35,27,5.19,35.1,01:14.5,01:14.5,01:56.7
2020,B2016102,209,33,39,34,5.17,34.4,01:15.0,01:15.0,01:56.1
2020,B2016101,175,21,24,33,4.78,25.7,01:15.1,01:15.1,01:58.6
2020,B2016100,198,35,43,30,5.44,39.4,01:14.5,01:14.5,02:04.1
2020,B2016099,102,5,8,13,3.57,12.7,01:14.3,01:14.3,01:56.1
2020,B2018047,136,19,20,15,4.54,28.7,01:14.6,01:14.6,01:53.5
2020,B2018048,182,39,33,28,5.41,39.6,01:14.6,01:14.6,01:54.6
2020,B2018049,183,29,35,31,5.28,35,01:13.6,01:13.6,01:54.7
2020,B2018050,169,25,21,26,4.72,27.2,01:15.1,01:15.1,01:56.2
2020,B2018051,182,33,24,22,5.15,31.3,01:14.7,01:14.7,01:54.1
2020,B2018052,135,24,20,32,5.66,32.6,01:14.6,01:14.6,01:54.3
2020,B2018053,186,37,29,35,5.53,35.5,01:14.8,01:14.8,01:56.2
2020,B2018054,185,31,30,35,5.23,33,01:15.2,01:15.2,01:53.2
