OPER_INSTT_NM,BASE_YEAR,TME_VALUE,DAY_ORD_VALUE,RACE_DE,PRACE_NO,DANSEONG_VALUE,YNGSEONG_ONE_VALUE,YNGSEONG_TWO_VALUE,SSANGSEONG_VALUE,BOKSEONG_VALUE,SAMBOKSEONG_VALUE,SAMSSANGSEONG_DVDN_RT,SSANBOKSEONG_DVDN_RT
경정,2022,47,1,20221123,15,1.4,1.1,1.6,2.5,1.8,6.6,10.2,9.3
경륜,2022,47,1,20221125,16,1,1,10.9,6.1,9.2,12.8,17.8,12
경정,2022,47,1,20221123,16,1,1,2.5,3.7,3.7,2.4,7.6,2.8
경정,2022,47,1,20221123,17,2.2,1.6,1.2,9,5.1,23.9,78.2,56.5
경륜,2022,47,2,20221126,1,1.2,1,2.2,1.8,1.4,1.6,2.5,1.7
경정,2022,47,2,20221124,1,1.4,1,17.1,34.9,42.9,53.8,247.6,85.8
경륜,2022,47,2,20221126,2,1.5,1.5,1,2.4,1.3,4.6,10.9,9.7
경정,2022,47,2,20221124,2,5.6,1.8,1.2,8.1,2.6,1.8,12.8,6.8
경륜,2022,47,2,20221126,3,1.9,1.1,8.5,7.2,6.5,41.5,48,35.5
경정,2022,47,2,20221124,3,1.7,1.3,2.8,7.9,5.2,13.8,30.1,19.4
경륜,2022,47,2,20221126,4,1.2,1.3,1,1.6,1.4,2,3,2.3
경정,2022,47,2,20221124,4,14.6,6.9,1.6,57.5,23,18.2,192.6,86.2
경륜,2022,47,2,20221126,5,7.7,1.6,1.1,6.7,1.6,3.3,22.9,12.9
경정,2022,47,2,20221124,5,1.1,1.1,3.7,5.1,4.8,3.9,12.8,4
경륜,2022,47,2,20221126,6,1.7,1.3,3.9,6.1,4.5,26.2,28.9,23.6
경정,2022,47,2,20221124,6,2.3,1,2,6.6,3.8,12.3,35.9,21.1
경륜,2022,47,2,20221126,7,2.3,1.2,1.2,4.6,1.8,5.5,11.5,11.8
경정,2022,47,2,20221124,7,1.3,1.1,4.1,5.4,4.9,10.1,21.3,12.4
경륜,2022,47,2,20221126,8,1.5,1,1.7,1.4,1.3,2.9,4,2.9
경정,2022,47,2,20221124,8,5.2,1.9,1.2,9.5,1.9,2.8,29,16.7
경륜,2022,47,2,20221126,9,2.2,1.1,3.5,7.6,5.7,6.9,19.7,10.9
경정,2022,47,2,20221124,9,1.3,1,1.5,4.2,2.2,8.8,22.7,16.1
경륜,2022,47,2,20221126,10,41,11.1,1.2,53.7,15,138.4,890.3,723.7
경정,2022,47,2,20221124,10,1.8,1.4,1,3.4,1.5,1.9,6,3.9
경륜,2022,47,2,20221126,11,1.1,1,2.7,2,1.8,4.6,8.7,4.7
경정,2022,47,2,20221124,11,5.1,1.5,2.1,21.9,11.8,52.6,243,123.9
경륜,2022,47,2,20221126,12,1.1,1,1.4,1.3,1.2,6.7,7.9,7.3
경정,2022,47,2,20221124,12,1.2,1.3,1.7,3.5,2.3,6.1,14.2,7.5
경륜,2022,47,2,20221126,13,1,1,1.4,1.4,1.3,5,6,5.5
경정,2022,47,2,20221124,13,17,6,1.6,121.3,43.7,5.7,330.5,86.6
경륜,2022,47,2,20221126,14,1,1,1.8,1.5,1.4,2.2,3,2
경정,2022,47,2,20221124,14,1.8,1.2,1.4,3.7,2,2.2,6.1,4.2
경륜,2022,47,2,20221126,15,1.3,1.1,7.4,11.4,7.7,3.4,29.8,4.9
경정,2022,47,2,20221124,15,1.4,1.1,4.1,6.2,5.6,39.9,74.5,47.7
경륜,2022,47,2,20221126,16,1,1.1,2.3,2.3,1.4,1.2,3.7,1.3
경정,2022,47,2,20221124,16,1.2,1,2.9,2.4,2.4,8.8,12.1,8.8
경정,2022,47,2,20221124,17,8.8,7.4,1.3,22.9,10.9,17.8,116.1,60.7
경륜,2022,47,3,20221127,1,1.5,1.2,1.2,2,1.4,4.9,10.7,9
경륜,2022,47,3,20221127,2,5.4,1.5,1.1,6.9,1.6,2.3,19.4,15.9
경륜,2022,47,3,20221127,3,12.8,5.3,2.2,51.2,16.7,18.1,292.9,139.8
경륜,2022,47,3,20221127,4,1.1,1,1.3,1.7,1.4,25.3,33.5,31.4
경륜,2022,47,3,20221127,5,4.6,2.2,2.3,18.1,11.4,55.8,281.2,129.1
경륜,2022,47,3,20221127,6,5.1,3.3,2.3,9.6,6,26,45.3,39.5
경륜,2022,47,3,20221127,7,3.8,1.5,4.8,11,6.9,6.6,26.9,14.4
경륜,2022,47,3,20221127,8,1.2,1,11.1,19.8,17.4,18.2,69.3,20.6
경륜,2022,47,3,20221127,9,16.4,8.5,1.1,51.3,11.2,31.5,394.1,274.6
경륜,2022,47,3,20221127,10,1.3,1.2,1.3,3.4,3,28.2,34.1,33.6
경륜,2022,47,3,20221127,11,16.8,3.3,8.9,99.9,70.9,115,929.8,463.5
경륜,2022,47,3,20221127,12,35.2,19.4,4,141,42.2,18.2,307.8,145
경륜,2022,47,3,20221127,13,1.9,1.7,1.3,3.6,1.7,10.1,28.8,14.5
경륜,2022,47,3,20221127,14,17,4,5.1,228.8,113.8,140.6,1621.9,471.4
경륜,2022,47,3,20221127,15,1.1,1,2.5,3.5,3.4,43.8,70.2,47.3
경륜,2022,47,3,20221127,16,1,1,12.4,18.4,14,6.8,61.2,7.4
경륜,2022,48,1,20221202,1,15.2,7.9,7,161.4,56.4,122.3,1285.4,673.2
경정,2022,48,1,20221130,1,7.5,2.6,1.1,11.9,2.7,3.3,22,17.7
경륜,2022,48,1,20221202,2,2.5,1.4,2.3,9.4,7.8,15.5,57.1,23.4
경정,2022,48,1,20221130,2,1.2,1.2,1.9,3,2.4,4.7,9.3,6.4
경륜,2022,48,1,20221202,3,3,1.5,1.4,5.6,2.1,6.4,16.7,12.8
경정,2022,48,1,20221130,3,1.5,1.5,2,8,5.3,6.6,21.7,11.4
경륜,2022,48,1,20221202,4,2.6,1.9,6.2,14.5,10.6,33.5,165.6,68.8
경정,2022,48,1,20221130,4,1.3,1.2,2.2,5.6,3.5,23.9,53.1,37.6
경륜,2022,48,1,20221202,5,8.4,3.6,8.3,156.9,63.6,168.6,1259.8,789.6
경정,2022,48,1,20221130,5,2.1,1.5,2.3,13.2,6.4,51.4,126.1,96.7
경륜,2022,48,1,20221202,6,1.8,1.1,1.2,15.5,12.1,19,70.9,36.6
경정,2022,48,1,20221130,6,1.3,1.1,1.3,1.9,1.5,2.6,4.8,3.2
경륜,2022,48,1,20221202,7,6.5,5.4,2.5,26,14.2,6.8,55.3,21.3
경정,2022,48,1,20221130,7,1.8,1.1,1.1,3,1.6,3.2,8.6,6
경륜,2022,48,1,20221202,8,2.3,1.2,9.6,63.4,62.6,18,181.7,44.4
경정,2022,48,1,20221130,8,4.2,1.5,4.5,14.7,11.9,42.8,111.4,49.5
경륜,2022,48,1,20221202,9,1.3,1.3,1.8,5.4,3.8,12.8,28.6,25.5
경정,2022,48,1,20221130,9,4.1,2,6.5,99.5,36.5,16,349.2,70.3
경륜,2022,48,1,20221202,10,21.3,10.2,1.1,58.9,15.2,4.7,105.4,54.6
경정,2022,48,1,20221130,10,1.7,1.3,1.4,2.7,1.5,1.8,5.6,4
경륜,2022,48,1,20221202,11,1.3,1,1.5,1.7,1.2,3.7,6.3,4.9
경정,2022,48,1,20221130,11,14.5,2.8,1.4,29.3,6.2,13.6,181.6,101
경륜,2022,48,1,20221202,12,6.8,3.7,1.9,22.8,12.3,29,189.3,98.7
경정,2022,48,1,20221130,12,1.5,1.2,3.3,12.3,9.9,5.6,35.7,10.6
경륜,2022,48,1,20221202,13,7.1,1.7,3.2,23.8,17.6,7.8,125.8,25.8
경정,2022,48,1,20221130,13,3.1,1.6,2.1,6.6,4.5,5.3,28,13.5
경륜,2022,48,1,20221202,14,1.8,1.2,1.9,3.5,2.7,1.4,5.2,2.4
경정,2022,48,1,20221130,14,6.3,2,2.2,21.9,10.5,48.8,247.2,200.8
경륜,2022,48,1,20221202,15,1,1.2,1,1.2,1.1,1.2,1.5,1.2
경정,2022,48,1,20221130,15,2.2,1.2,1.5,3.7,2,11,24.3,16.4
경륜,2022,48,1,20221202,16,1.1,1.2,1,1.4,1.3,2.3,3.2,2.3
경정,2022,48,1,20221130,16,6.9,1.2,10.2,30.5,23.4,15.1,92,41.1
경정,2022,48,1,20221130,17,3.4,2.1,2,17.7,8.6,16.7,56.4,33
경륜,2022,48,2,20221203,1,13.9,6.7,1.8,67.1,22.7,53.5,371.7,219.2
경정,2022,48,2,20221201,1,1.1,1,18.2,25.5,23.5,21.8,110.4,20.7
경륜,2022,48,2,20221203,2,4.3,4.7,2.8,13.1,6.2,11.6,43.1,30.8
경정,2022,48,2,20221201,2,5.5,1.5,1,8.9,1.9,6.1,60.2,36.1
경륜,2022,48,2,20221203,3,3.3,1.8,4.9,17.7,13.6,53.5,173.2,115.8
경정,2022,48,2,20221201,3,1.6,1.3,1.2,4.6,2.9,8.2,24,16
경륜,2022,48,2,20221203,4,5,3.5,2.3,26.9,13.3,52.9,245.2,133.7
경정,2022,48,2,20221201,4,13.7,4.7,5.5,69.2,23.6,10.3,179.6,57.2
경륜,2022,48,2,20221203,5,3.6,1.8,1.2,8.8,3.3,26.5,100.9,76.6
경정,2022,48,2,20221201,5,6.2,1.7,1.2,13.2,2.9,6.5,38.6,31.7
경륜,2022,48,2,20221203,6,1.8,1.8,4.2,18.5,13.6,35.9,126,64.9
경정,2022,48,2,20221201,6,1.4,1.3,1.5,2.7,1.8,6,10.6,8.2
경륜,2022,48,2,20221203,7,1.4,1.3,2.9,6,6,16,33.9,16.4
경정,2022,48,2,20221201,7,3.3,1.6,2.5,7,5,2.4,16.2,5.8
경륜,2022,48,2,20221203,8,37.8,19.3,1.8,83.4,22.6,41,424.2,328.5
경정,2022,48,2,20221201,8,3.7,1.7,1.2,5.3,1.9,10.1,35.3,27.4
경륜,2022,48,2,20221203,9,14.7,1.9,25.3,146.1,113.9,97.5,948.5,245
경정,2022,48,2,20221201,9,3.3,1.8,1.1,8.5,3.4,2.3,14.9,8
경륜,2022,48,2,20221203,10,18,3.4,2.2,84.3,27.8,23.4,406.9,187.7
경정,2022,48,2,20221201,10,4.9,1.7,1.8,17.3,7.1,8,39.5,22.7
경륜,2022,48,2,20221203,11,1.7,1.5,3,8.7,5.7,5.4,26.9,12
경정,2022,48,2,20221201,11,1.2,1.1,4.9,11.7,11.7,26.1,55.4,29.3
경륜,2022,48,2,20221203,12,1.3,1.1,1.6,1.6,1.3,11.1,20.3,21
경정,2022,48,2,20221201,12,2.4,1.8,3.3,9.5,6.1,3.5,21.6,8.3
경륜,2022,48,2,20221203,13,1.2,1,1.2,1.5,1.3,6.8,10.6,9.6
경정,2022,48,2,20221201,13,1.7,1.1,1.6,5.2,2.3,8.6,27.4,18.4
경륜,2022,48,2,20221203,14,1,1,1,1.1,1.1,1.7,2.1,1.7
경정,2022,48,2,20221201,14,6.6,2.2,1,11.1,4,8,40.5,30.8
경륜,2022,48,2,20221203,15,1.1,1,1.1,1.5,1.1,1.2,1.8,1.5
경정,2022,48,2,20221201,15,4.5,2.3,4.4,59.7,56.4,37.2,286.7,62.5
경륜,2022,48,2,20221203,16,1,1,1.7,1.7,1.8,4.7,7.3,4.8
경정,2022,48,2,20221201,16,1.9,1.3,5.6,12,8.2,5.3,32.4,10.8
경정,2022,48,2,20221201,17,1.4,1.3,1.4,2.3,1.9,4,8.2,4.4
경륜,2022,48,3,20221204,1,5.5,2.3,2.2,15.6,6.6,11.1,51.9,32.6
경륜,2022,48,3,20221204,2,2.8,2.6,5,28.5,18.4,15.4,127.3,30
경륜,2022,48,3,20221204,3,2.6,1.8,2,9.2,5,30.8,81.7,56.2
경륜,2022,48,3,20221204,4,4.9,2.7,2.1,28.5,12,20.3,128.5,62.9
경륜,2022,48,3,20221204,5,3.5,2.6,3.8,7.6,4.6,17.5,37.7,30.1
경륜,2022,48,3,20221204,6,1.1,1.1,3,4.2,3.4,5.4,11.2,5.5
경륜,2022,48,3,20221204,7,1.5,1.4,5,9,7.6,10,29.3,12.9
경륜,2022,48,3,20221204,8,1.5,1.2,2.4,4.4,3.5,6.5,13.3,7.7
경륜,2022,48,3,20221204,9,1.3,1.4,1,3.2,2.3,2.4,7.4,3
경륜,2022,48,3,20221204,10,7.5,2.4,1.5,31.1,10.4,39.1,306.9,163.7
경륜,2022,48,3,20221204,11,9.9,3,5.5,32.2,16.9,86,317.6,193
경륜,2022,48,3,20221204,12,1.2,1,19.4,30.5,24.1,11.3,78.6,14.4
경륜,2022,48,3,20221204,13,1.3,1,1.3,1.6,1.2,1.5,2.2,1.9
경륜,2022,48,3,20221204,14,5.3,2,1,9.9,1.5,10.9,82.4,71.9
경륜,2022,48,3,20221204,15,4.9,6.3,1,44.6,13.5,3.2,118.3,65.6
경륜,2022,48,3,20221204,16,1,1.3,1,1.5,1.5,2.5,3.4,2.6
경륜,2022,49,1,20221209,1,2.1,1.2,1.3,3.2,1.4,1.7,5.7,4.6
경정,2022,49,1,20221207,1,2.4,1.5,2.8,7.8,5,4.4,19.8,8.2
경륜,2022,49,1,20221209,2,7,1.6,1.4,13.3,4.4,4.9,36.1,21.3
경정,2022,49,1,20221207,2,2.2,2.7,1,11.1,4.4,4.1,23.4,16.5
경륜,2022,49,1,20221209,3,3.9,1.6,1,9.1,2,3.3,17.3,11.4
경정,2022,49,1,20221207,3,1.8,1.1,3.5,5.5,4.8,19.3,46.3,27.5
경륜,2022,49,1,20221209,4,1.1,1.2,2.2,2.1,2.3,8,12.1,8
경정,2022,49,1,20221207,4,9.7,2.4,1.2,31.3,7.8,21.6,171.4,94.4
경륜,2022,49,1,20221209,5,11.3,2.4,7.6,112.4,51.5,78.1,924.2,448.2
경정,2022,49,1,20221207,5,3.3,2.1,1.8,11.3,7.2,21.7,48.3,36.8
경륜,2022,49,1,20221209,6,1.3,1,1.5,2.4,1.5,1.7,3.3,2
경정,2022,49,1,20221207,6,1.4,1.5,2,6.9,6.1,5,17.2,7.6
경륜,2022,49,1,20221209,7,3.8,1.4,1.5,3.4,1.9,35.4,71.3,82.3
경정,2022,49,1,20221207,7,1.3,1,1.5,1.8,1.7,2.3,3.9,2.6
경륜,2022,49,1,20221209,8,8.2,2.7,1,16.1,3.5,1.5,29,14.5
경정,2022,49,1,20221207,8,1.8,1,1.4,3.5,1.9,5.3,11.7,9.8
경륜,2022,49,1,20221209,9,18.9,1.7,2.7,77.6,53.5,102.8,354,141.9
경정,2022,49,1,20221207,9,1.5,1.1,1.6,4,2.3,3.4,10.1,4.7
경륜,2022,49,1,20221209,10,7.9,2.6,1.1,19.7,6.4,3.5,50,23.8
경정,2022,49,1,20221207,10,2,1.2,1.8,4.2,2.2,5.6,14.8,10.3
경륜,2022,49,1,20221209,11,1,1,2,1.6,1.7,3.8,6.4,4.3
경정,2022,49,1,20221207,11,3.9,2.3,2.2,48.1,40.8,7.1,162.5,30.8
경륜,2022,49,1,20221209,12,1,1,1,1.3,1.2,1.2,1.6,1.3
경정,2022,49,1,20221207,12,1.3,1.1,1.6,3.9,3.3,3.4,10,4.8
경륜,2022,49,1,20221209,13,1.1,1,8.1,21.9,14.2,45.2,136.7,58.1
경정,2022,49,1,20221207,13,4.2,1.6,2.6,8.8,6.1,6.6,29.7,16.5
경륜,2022,49,1,20221209,14,1.1,1.1,1,1.2,1.1,11.5,15.6,13.7
경정,2022,49,1,20221207,14,4.1,2,1.4,11,5.8,2.3,22.9,8.7
경륜,2022,49,1,20221209,15,1,1.1,1,1,1,17.3,17,19.9
경정,2022,49,1,20221207,15,2.3,1.3,2,4.8,2.7,2.6,10.7,5
경륜,2022,49,1,20221209,16,1,1,1.2,1.3,1.4,32.9,35.9,34.7
경정,2022,49,1,20221207,16,1.7,1,1.8,2.2,1.7,1.5,3.7,2
경정,2022,49,1,20221207,17,1.6,1.4,2.1,6.5,5,4.7,18.7,6.9
경륜,2022,49,2,20221210,1,1.1,1,1.8,2.7,2.3,16.3,22.6,18
경정,2022,49,2,20221208,1,3.7,1.1,2.6,8.1,6.1,1.8,13.8,5.4
경륜,2022,49,2,20221210,2,3.3,2.3,1.8,10.3,5.3,10.9,31.6,17.9
경정,2022,49,2,20221208,2,5.5,1.6,4.1,16.4,7.6,15.7,63.1,35.1
경륜,2022,49,2,20221210,3,1.2,1.1,1.4,1.7,1.5,2.9,4.8,3.7
경정,2022,49,2,20221208,3,4.7,2,5,36.1,19.9,7.1,132.2,17.8
경륜,2022,49,2,20221210,4,1.2,1.2,1.2,2.1,1.5,9.5,17,18.8
경정,2022,49,2,20221208,4,1.6,1.1,1.1,3,1.5,3,7.9,6.1
경륜,2022,49,2,20221210,5,2.1,1,7.1,30.6,21.8,7.5,108.5,16.5
경정,2022,49,2,20221208,5,1.1,1.3,3.2,3,2.6,3.1,7,3.7
경륜,2022,49,2,20221210,6,1.4,1,2.8,4.7,3.1,7.6,18.7,10.1
경정,2022,49,2,20221208,6,3.4,1.8,1.2,10.2,4.7,43.3,145.5,103.4
경륜,2022,49,2,20221210,7,1.6,1.1,1.7,3.9,1.7,3.4,10.6,7.9
경정,2022,49,2,20221208,7,2.5,1.6,1.7,5.8,3.2,2.3,14.6,6
경륜,2022,49,2,20221210,8,3.7,1.5,13.4,10,6.1,6.3,30.8,11.5
경정,2022,49,2,20221208,8,1.8,1.1,6.8,7.9,8.1,3.7,18,6.3
경륜,2022,49,2,20221210,9,4.1,2,2,7,2.7,5.5,18.9,11.6
경정,2022,49,2,20221208,9,2.9,1.1,1.3,4.6,1.7,3.2,11.5,8.7
경륜,2022,49,2,20221210,10,1.7,1.2,2.6,16.1,10.9,16.2,61.8,18
경정,2022,49,2,20221208,10,1.6,1.2,22.9,57.9,47.1,64.9,339.7,108.6
경륜,2022,49,2,20221210,11,1,1,1.2,1.3,1.2,3.4,4.3,3.5
경정,2022,49,2,20221208,11,4.1,1.4,2.8,20.3,13,15.6,100.6,43.3
경륜,2022,49,2,20221210,12,2.9,1.8,2.1,6.3,3.6,13.1,24.1,22.3
경정,2022,49,2,20221208,12,6.3,2.7,2.7,31,9.9,70,324.7,176
경륜,2022,49,2,20221210,13,1,1,1.7,1.7,1.5,1.8,3,1.8
경정,2022,49,2,20221208,13,3.3,1.4,2.4,5.4,4.7,18.2,30.9,19.1
경륜,2022,49,2,20221210,14,1.7,1.2,1,2.6,1.2,1.5,3.3,2.7
경정,2022,49,2,20221208,14,1.4,1,,15.4,10.8,1.2,12.8,2
경륜,2022,49,2,20221210,15,1,1,2.4,2.4,2.4,2.4,4.1,2.5
경정,2022,49,2,20221208,15,1.2,1.2,15,18.8,19.4,15.2,85.3,20.8
경륜,2022,49,2,20221210,16,2.6,1,1.1,6.4,1.3,1.2,7.9,5.9
경정,2022,49,2,20221208,16,6.5,1.4,2.2,8.2,3,2.7,25.6,16.8
경정,2022,49,2,20221208,17,3.2,1.4,1.8,5.8,5.3,8.6,21.1,12.2
경륜,2022,49,3,20221211,1,1.6,1.1,1.2,2.7,1.7,2.4,5.5,3.4
경륜,2022,49,3,20221211,2,8.7,2.1,1,5.7,2.2,5,24.3,15.7
경륜,2022,49,3,20221211,3,1.6,1.3,2.9,18.4,13.2,24.3,146.7,44.7
경륜,2022,49,3,20221211,4,4.2,1.5,1.1,5.5,1.3,2.5,11.2,10
경륜,2022,49,3,20221211,5,7.7,2.8,2.4,25.7,10.1,10.1,63.1,27.3
경륜,2022,49,3,20221211,6,3.5,1.7,1.5,8.4,4.2,3.8,20.1,10.8
경륜,2022,49,3,20221211,7,2.6,1.5,1.6,8.8,3.8,11.9,28.3,23.8
경륜,2022,49,3,20221211,8,2.5,1.4,1.2,4.1,2.2,2.1,7.7,4.5
경륜,2022,49,3,20221211,9,4.1,1.4,1,7.8,2.6,4.6,42.8,31
경륜,2022,49,3,20221211,10,1.4,1.1,1.6,2.7,2.1,2.7,5.5,3
경륜,2022,49,3,20221211,11,1.2,1.2,1.4,1.6,1.4,4.7,6.6,5
경륜,2022,49,3,20221211,12,3.4,1,1.2,4.2,1.3,2.6,11.2,9.7
경륜,2022,49,3,20221211,13,17.4,6,3.9,113.6,72,27.1,871.2,173.4
경륜,2022,49,3,20221211,14,1,1,16.9,37.2,52.5,29.9,177.8,29.8
경륜,2022,49,3,20221211,15,1.2,1,4.3,6.5,5.5,2.7,12.3,3.3
경륜,2022,49,3,20221211,16,1.3,1.3,1.4,1.9,1.7,33.6,64.4,45.9
경륜,2022,50,1,20221216,1,1.1,1,1.8,1.6,1.4,3,5,3.5
경정,2022,50,1,20221214,1,9,2.9,1.3,25.6,8.2,21.1,127.2,78.8
경륜,2022,50,1,20221216,2,1.3,1,2.6,5.2,3.9,3.3,9.4,3.9
경정,2022,50,1,20221214,2,6,2.9,1.2,17.8,6.6,9.2,52,36.3
경륜,2022,50,1,20221216,3,1.6,1.2,1,2.2,1.6,1.3,3,1.9
경정,2022,50,1,20221214,3,2.5,1.3,1.5,4.3,1.7,2.8,12.3,9.4
경륜,2022,50,1,20221216,4,1.9,1,2.6,3.9,3.5,1.8,5.7,2.7
경정,2022,50,1,20221214,4,1.4,1.1,1.7,5.5,3.4,7.2,26.1,12.8
경륜,2022,50,1,20221216,5,1.8,1.3,1.7,3.2,1.9,5.2,9.2,7.9
경정,2022,50,1,20221214,5,9.5,4.8,1.3,48.3,20.1,43,370.4,283
경륜,2022,50,1,20221216,6,4.6,1.3,2.3,17.6,10.3,1.5,40.6,8.1
경정,2022,50,1,20221214,6,6.9,3.1,1.2,15.4,4.6,6.4,58.2,25.8
경륜,2022,50,1,20221216,7,1.2,1,1.5,1.7,1.4,2.9,4.8,3.5
경정,2022,50,1,20221214,7,2.3,1.4,4.5,16.9,14.4,10.4,49.5,26.5
경륜,2022,50,1,20221216,8,2,1.1,2.7,5.6,5,2.1,12.1,5.6
경정,2022,50,1,20221214,8,5.3,1.8,1.5,9.8,3.5,8.8,38.4,26.5
경륜,2022,50,1,20221216,9,9.3,3,1,19.9,3.8,2,38.2,23.8
경정,2022,50,1,20221214,9,1.4,1.2,2.4,7.4,5,11.9,32.9,17.1
경륜,2022,50,1,20221216,10,8.3,2,1,8.9,3.3,1.8,22.3,13.7
경정,2022,50,1,20221214,10,1.6,1.3,4.3,6.4,4.9,7,15.6,9.9
경륜,2022,50,1,20221216,11,1.1,1,1.9,3.5,3.3,4.1,8.9,4.5
경정,2022,50,1,20221214,11,14.9,3.6,1.1,48.6,5.7,7.5,137.5,137
경륜,2022,50,1,20221216,12,1.3,1.1,1.4,2.1,2,1.8,4.1,2.5
경정,2022,50,1,20221214,12,2.5,1.5,1.3,4.2,2.8,1.6,7.6,3.9
경륜,2022,50,1,20221216,13,1.4,1,1.4,1.5,1.2,1.5,2.2,1.7
경정,2022,50,1,20221214,13,1.6,1.4,1,6.1,3.6,4.5,15.7,7.6
경륜,2022,50,1,20221216,14,1,1,1.8,1.4,1.5,12,15.1,13.3
경정,2022,50,1,20221214,14,1.7,1.3,1.5,3.5,2,2.3,7.9,4.4
경륜,2022,50,1,20221216,15,1,1,1.7,1.5,1.6,1.9,3.3,2.2
경정,2022,50,1,20221214,15,3.1,1,1.5,6,1.7,6.1,32.5,30.1
경륜,2022,50,1,20221216,16,1,1,39.3,23.9,12.1,7.9,89.2,8.4
경정,2022,50,1,20221214,16,1.3,1.4,1.9,4.2,2.5,11.4,29.7,25.2
경정,2022,50,1,20221214,17,3.1,1.4,1.4,4.4,1.9,2.7,11.5,7.9
경륜,2022,50,2,20221217,1,1.3,1.3,1.7,1.8,1.3,1.5,2.5,1.7
경정,2022,50,2,20221215,1,1.1,1,2.2,2.7,2.1,4.7,9.1,5.8
경륜,2022,50,2,20221217,2,2,1.1,2.2,12.2,4.8,1.3,24.2,4.6
경정,2022,50,2,20221215,2,1.4,1.1,3.2,6,4.6,9,23.7,12.7
경륜,2022,50,2,20221217,3,1.2,1.1,2.5,2.7,2.5,39.9,49.3,46.6
경정,2022,50,2,20221215,3,2.2,1.1,2.2,6.8,4.3,5.4,18.8,7.9
경륜,2022,50,2,20221217,4,54.8,10.6,1.6,703.9,109.8,69.7,2056.1,1257.8
경정,2022,50,2,20221215,4,1.3,1,1.7,3.3,2.8,8.3,11.6,9.9
경륜,2022,50,2,20221217,5,19.7,10.8,1.2,57.7,19.4,9.6,155.8,81
경정,2022,50,2,20221215,5,1.6,1,3.7,7.4,7,23.5,51.2,34.1
경륜,2022,50,2,20221217,6,11.6,3.6,1,18.5,3.8,22.7,214.4,169.8
경정,2022,50,2,20221215,6,3.2,1.7,7.7,32.3,26.4,7.7,116.2,17.1
경륜,2022,50,2,20221217,7,2.6,1,1.2,4.4,1.1,2.4,9.7,7.8
경정,2022,50,2,20221215,7,1.4,1.2,1.3,1.8,1.4,2.3,4.2,2.9
경륜,2022,50,2,20221217,8,3.3,1.6,1.2,5.4,2.9,15,34.2,24.6
경정,2022,50,2,20221215,8,2.3,1,4.8,11.2,10.2,5.3,36,10.2
경륜,2022,50,2,20221217,9,1.2,1.2,2.8,3.4,3,3.3,7.3,3.6
경정,2022,50,2,20221215,9,2.2,1,1.4,3.7,2,5.1,14,9.6
경륜,2022,50,2,20221217,10,1,1,3.8,2.5,3,8.7,17.7,7.8
경정,2022,50,2,20221215,10,18.2,2.4,23,244.7,140.4,85.3,1034.6,304
경륜,2022,50,2,20221217,11,1.1,1,1.8,2.1,2.5,6.5,8.9,7.6
경정,2022,50,2,20221215,11,1.5,1,1.4,2.6,1.6,4.2,8.6,6.2
경륜,2022,50,2,20221217,12,1.2,1,1.3,1.5,1.1,2.2,3,2.4
경정,2022,50,2,20221215,12,1.7,1.1,1.3,3.9,2.8,10.5,27.5,15.8
경륜,2022,50,2,20221217,13,10,9.8,3.7,84,33,83.5,510.4,361.8
경정,2022,50,2,20221215,13,5.7,2.1,1,9.7,2.8,2.9,20.5,15.1
경륜,2022,50,2,20221217,14,1,1,1,1.2,1.1,1.7,1.8,1.5
경정,2022,50,2,20221215,14,7.5,2.5,1.2,24.7,4.9,2.9,44,33
경륜,2022,50,2,20221217,15,1.1,1,1.4,1.6,1.7,1.9,2.6,2.1
경정,2022,50,2,20221215,15,1.5,1.1,1.7,3.8,2.3,4.9,10.1,7.5
경륜,2022,50,2,20221217,16,1,1,1.7,1.4,1.1,1.5,2.2,1.6
경정,2022,50,2,20221215,16,1.2,1,2.8,3.6,3.7,3.8,9.2,4.5
경정,2022,50,2,20221215,17,1.4,1,1.2,1.7,1.4,3.2,5.4,4.3
경륜,2022,50,3,20221218,1,1.2,1.1,14.9,26.1,26.9,26.8,124.7,29.4
경륜,2022,50,3,20221218,2,3,1.8,1.8,20.8,9.3,3.6,49.5,13.8
경륜,2022,50,3,20221218,3,3.2,2.2,1.2,5.6,2.4,3.5,11,7.3
경륜,2022,50,3,20221218,4,1.4,1.1,2.5,3.2,2.9,2.2,6,2.7
경륜,2022,50,3,20221218,5,12,4.8,1.6,42.4,12.8,7.2,141.4,73
경륜,2022,50,3,20221218,6,1.5,1.3,1.7,5.7,4.2,23.3,45.7,37.5
경륜,2022,50,3,20221218,7,6.6,2.1,1.3,18.8,9.4,13.6,98.7,76
경륜,2022,50,3,20221218,8,1.1,1.2,1.9,2.6,2.1,3.7,6.6,4
경륜,2022,50,3,20221218,9,2.5,1.5,6.5,18.2,17.2,3.7,39.3,10.6
경륜,2022,50,3,20221218,10,1.4,1.3,1.6,3.9,2.6,3.6,9.5,5.7
경륜,2022,50,3,20221218,11,1.2,1.1,2.3,2.5,2.1,10,13.5,10.4
경륜,2022,50,3,20221218,12,6.7,2.6,1.3,15,3,2.3,22.3,14.4
경륜,2022,50,3,20221218,13,1.1,1.1,1.2,2.5,2.1,1.4,3.1,1.6
경륜,2022,50,3,20221218,14,1.2,1,1.2,1.4,1.3,5.8,8,6.7
