OPER_INSTT_NM,BASE_YEAR,TME_VALUE,DAY_ORD_VALUE,RACE_DE,PRACE_NO,DANSEONG_VALUE,YNGSEONG_ONE_VALUE,YNGSEONG_TWO_VALUE,SSANGSEONG_VALUE,BOKSEONG_VALUE,SAMBOKSEONG_VALUE,SAMSSANGSEONG_DVDN_RT,SSANBOKSEONG_DVDN_RT
경륜,2022,43,2,20221029,14,1.6,1.2,2.7,11.8,9.5,25.7,92.7,47.9
경정,2022,43,2,20221027,14,2.8,1.8,1.2,4.3,1.7,12.1,33.4,32.6
경륜,2022,43,2,20221029,15,1,1,1.1,1.3,1.1,13.8,16.6,14
경정,2022,43,2,20221027,15,1.2,1.2,2,2.6,2.2,2.4,7.3,3
경륜,2022,43,2,20221029,16,1,1,4.4,5.6,4.1,15.9,30.1,18.8
경정,2022,43,2,20221027,16,20,3.3,1.3,44.2,29.4,29.5,122.5,92.3
경정,2022,43,2,20221027,17,1.5,1,4.3,8.6,6.6,11.2,32,16
경륜,2022,43,3,20221030,1,1.1,1.2,7.9,11.5,9.8,29.4,114.6,38.9
경륜,2022,43,3,20221030,2,7.7,2,4.6,34.6,29.9,12,169.2,39.4
경륜,2022,43,3,20221030,3,1.4,1,1.4,2.5,1.6,7.6,18.3,13.2
경륜,2022,43,3,20221030,4,1.6,1,1.9,3,2.6,2.2,4.5,2.7
경륜,2022,43,3,20221030,5,5.6,1.9,1.4,8.6,2.9,5.4,28.1,19
경륜,2022,43,3,20221030,6,2.3,1.6,1.4,6.4,3.9,3.6,14.4,7.8
경륜,2022,43,3,20221030,7,1.8,1.2,1,2.9,1.3,3.5,7.5,6.8
경륜,2022,43,3,20221030,8,1.3,1.3,1.2,1.8,1.4,2.9,4.6,4.2
경륜,2022,43,3,20221030,9,2.5,2,1,2.8,1.5,9.5,25.9,20
경륜,2022,43,3,20221030,10,1.4,1,1.2,1.8,1.4,3.4,6,3.8
경륜,2022,43,3,20221030,11,1.2,1,8.8,8.5,9.4,5.7,21.8,6.3
경륜,2022,43,3,20221030,12,2,1.7,1.2,5,2.4,42.8,167.4,140.8
경륜,2022,43,3,20221030,13,1,1,3,2.6,2.1,33.3,39.4,34.5
경륜,2022,43,3,20221030,14,1.2,1,1.6,1.8,1.6,14.2,15.9,13.6
경륜,2022,43,3,20221030,15,1.2,1.1,1.2,1.6,1.2,3.4,5,4.2
경륜,2022,43,3,20221030,16,1.2,1.2,2.4,2.3,2.1,2.6,3.8,2.6
경륜,2022,44,1,20221104,1,1.3,1.3,2.6,7.6,5.6,2.1,11.6,3.5
경정,2022,44,1,20221102,1,1.4,1.2,2,5.2,3.6,18.6,40,28.9
경륜,2022,44,1,20221104,2,2.1,1.4,1.2,4.1,1.5,2.9,11,6.3
경정,2022,44,1,20221102,2,3.9,2.8,1.8,12.7,6.4,5.9,42.2,20.8
경륜,2022,44,1,20221104,3,1.5,1.3,14.2,56.3,55.5,24.4,193,39
경정,2022,44,1,20221102,3,18.7,3.4,16,126,70.1,19.8,376.5,150.6
경륜,2022,44,1,20221104,4,1.1,1,3.1,3.4,2.7,1.7,4.7,2
경정,2022,44,1,20221102,4,1.4,1,3,8,7.5,12.6,27.4,18
경륜,2022,44,1,20221104,5,4.1,1.3,1.1,4.9,1.8,22,67.1,57.4
경정,2022,44,1,20221102,5,1.8,1,,1,1,1,1,1
경륜,2022,44,1,20221104,6,9,4.4,1.3,49.9,25.6,29.4,238.5,124.6
경정,2022,44,1,20221102,6,1.3,1.1,1.3,2.5,1.7,2.5,6.4,4
경륜,2022,44,1,20221104,7,2.1,1.2,1,4.7,1.1,19.9,66.2,83.9
경정,2022,44,1,20221102,7,1.5,1.2,5.7,9,6.1,11,32.6,14
경륜,2022,44,1,20221104,8,1.7,1.1,2,3.1,2.1,4.1,11.2,5.8
경정,2022,44,1,20221102,8,1.5,1.1,7.5,21.8,19.7,38.4,130.3,57.9
경륜,2022,44,1,20221104,9,1.1,1.1,15.2,27.4,34.7,99.2,205.5,118
경정,2022,44,1,20221102,9,1.9,1,18.4,26.1,21,27.9,105.7,38.3
경륜,2022,44,1,20221104,10,1.1,1,1.4,1.6,1.4,3,4.9,3.9
경정,2022,44,1,20221102,10,1.3,1.2,2.1,3.1,2.3,6.3,9.9,6.6
경륜,2022,44,1,20221104,11,1.1,1.2,1,1.5,1.3,16.1,16.2,20.5
경정,2022,44,1,20221102,11,2.2,1.6,3,7.8,5.6,6.6,23.1,11.2
경륜,2022,44,1,20221104,12,4,1.1,8.4,39.8,30.6,31.7,198.8,43.5
경정,2022,44,1,20221102,12,2.5,1.5,3.5,18.1,15.1,39.1,91.5,66.8
경륜,2022,44,1,20221104,13,1.2,1,7.6,4.1,5.5,1.6,11,1.9
경정,2022,44,1,20221102,13,13.9,2.8,3.3,59,46.8,15.1,302.3,80.5
경륜,2022,44,1,20221104,14,1.1,1,3.2,3.3,2.5,1.3,4.7,1.6
경정,2022,44,1,20221102,14,2.2,1.2,4.5,15.6,9.8,16.9,57.3,30
경륜,2022,44,1,20221104,15,1,1,1.5,1.5,1.7,1.4,2.3,1.4
경정,2022,44,1,20221102,15,1.2,1,1.8,2.2,1.8,6.1,8.7,7.1
경륜,2022,44,1,20221104,16,1.2,1.1,1,1.3,1.1,13.2,20.3,20.4
경정,2022,44,1,20221102,16,1.2,1,2.5,2.8,2.6,14.6,23.1,15.6
경정,2022,44,1,20221102,17,1.3,1,1.3,1.8,1.5,1.8,2.9,2
경륜,2022,44,2,20221105,1,1.2,1.1,2.1,3.5,2.4,12.1,23.9,19.5
경정,2022,44,2,20221103,1,1.1,1,3.1,3.9,3.2,12,21,14.5
경륜,2022,44,2,20221105,2,33,3.8,1.6,196.9,42.6,61.2,1226.1,534.9
경정,2022,44,2,20221103,2,2,1.1,1.7,3.6,1.5,3.5,10.6,7.9
경륜,2022,44,2,20221105,3,2.8,1.7,2.1,20.1,10.4,1.6,28.1,7.6
경정,2022,44,2,20221103,3,10.5,4.5,1.2,43,13.2,3.9,63.9,42.8
경륜,2022,44,2,20221105,4,1.2,1.1,2,2.6,1.8,1.8,3.7,2.3
경정,2022,44,2,20221103,4,2.2,1.5,2.7,12,9.5,14.2,58.6,24
경륜,2022,44,2,20221105,5,1.2,1,4.7,4.8,3.1,8.1,12.5,9.9
경정,2022,44,2,20221103,5,1.5,1.1,4.1,6.1,5.1,4.6,12.7,5.5
경륜,2022,44,2,20221105,6,16.9,9.7,1,106.4,12.9,5.8,457.4,239.7
경정,2022,44,2,20221103,6,1.6,1.2,1.2,2.2,1.5,1.7,3.8,2.8
경륜,2022,44,2,20221105,7,1.1,1,1.5,1.7,1.4,2.9,5.2,3.1
경정,2022,44,2,20221103,7,3.9,2,1.6,7.4,3.8,7.7,27.5,19.4
경륜,2022,44,2,20221105,8,1.2,1.1,2.7,4.6,3.6,3.8,8.3,4.2
경정,2022,44,2,20221103,8,9.7,2.2,11,144.5,93.2,60.7,472.9,153.5
경륜,2022,44,2,20221105,9,1.2,1.1,4.8,4.2,5,9.2,19.6,11.3
경정,2022,44,2,20221103,9,2,1.5,1.5,5.8,3.5,14.6,31.9,24.3
경륜,2022,44,2,20221105,10,1.1,1,1.4,2.4,2,2.7,4.4,3
경정,2022,44,2,20221103,10,1,1,5.2,5.2,4.8,3.9,11.2,4.3
경륜,2022,44,2,20221105,11,1,1.1,2.5,2.6,2.6,17.6,24.5,17
경정,2022,44,2,20221103,11,1.1,1.3,3.8,4.1,3.8,4.2,9.7,4.4
경륜,2022,44,2,20221105,12,1.5,1.4,3,3.5,2.8,4.6,11.6,5.9
경정,2022,44,2,20221103,12,2.5,1.4,1,3.1,1.4,3.6,11.4,7.7
경륜,2022,44,2,20221105,13,1.1,1,1.2,1.5,1.4,1.7,2.3,1.6
경정,2022,44,2,20221103,13,1.4,1.1,2.6,4.9,4,3.5,11.7,4.3
경륜,2022,44,2,20221105,14,1,1,15.4,19.1,16.8,7.7,46,8.2
경정,2022,44,2,20221103,14,1.5,1.1,1.3,2.2,1.3,3.6,7.3,5.6
경륜,2022,44,2,20221105,15,1,1.2,1.7,1.5,1.5,1.2,2,1.3
경정,2022,44,2,20221103,15,1.8,1.2,1.4,2.5,1.6,4.9,10.7,7.5
경륜,2022,44,2,20221105,16,1.3,1,1.2,1.6,1.1,1.5,2.3,1.8
경정,2022,44,2,20221103,16,9.5,1.8,1,15.1,3.2,13.6,83.1,55.9
경정,2022,44,2,20221103,17,3.7,2.1,3.4,33,43.5,7.9,67.9,15.3
경륜,2022,44,3,20221106,1,7.4,2.8,2,26.9,16.7,27.4,156.6,62.9
경륜,2022,44,3,20221106,2,1.3,1.7,1.9,3.6,1.8,2.2,6.9,3.6
경륜,2022,44,3,20221106,3,2.1,1.6,1.2,8.5,2.4,38.2,150.5,102.8
경륜,2022,44,3,20221106,4,11.8,4,1.1,18.4,4.8,9.9,62.9,54.4
경륜,2022,44,3,20221106,5,1.7,1,2.6,7,5.8,12.9,43,19.4
경륜,2022,44,3,20221106,6,3.5,1.9,1.1,5.8,2.3,17.9,76.8,60.6
경륜,2022,44,3,20221106,7,30.3,6.7,14,445.5,208.2,502.8,2517.7,1867.4
경륜,2022,44,3,20221106,8,4.7,1.5,1.2,8.7,2.8,8,31.7,22.6
경륜,2022,44,3,20221106,9,4.9,1.4,1,6.2,1.4,4.5,27.5,21
경륜,2022,44,3,20221106,10,1.3,1,4,5.3,4.4,12.4,34.8,16.8
경륜,2022,44,3,20221106,11,12.8,3.1,1.4,72.9,29.6,83,874.8,397.9
경륜,2022,44,3,20221106,12,5.9,2.6,2,7.9,4.1,9.7,45.8,31.1
경륜,2022,44,3,20221106,13,4.7,1.2,5.7,27.1,20.6,7.6,98.9,23.7
경륜,2022,44,3,20221106,14,1.5,1,3.1,4.1,3.4,16.8,33.8,28.2
경륜,2022,44,3,20221106,15,22.9,3.9,1.6,62.4,23.1,162.2,775.2,488
경륜,2022,44,3,20221106,16,1.5,1.3,1.8,1.9,1.5,1.6,2.5,1.8
경륜,2022,45,1,20221111,1,1.4,1,1.3,1.9,1.3,1.7,2.7,2.1
경정,2022,45,1,20221109,1,2.1,1.2,2.7,4.6,3.6,2.4,10.3,4.8
경륜,2022,45,1,20221111,2,1.8,1.2,6.9,25.6,15.4,9,84.3,15.2
경정,2022,45,1,20221109,2,4.9,1.9,1.6,12.4,4.6,6.6,33.7,18.5
경륜,2022,45,1,20221111,3,1.6,1,1.1,2.5,1.4,1.8,4,3.4
경정,2022,45,1,20221109,3,1.7,1.2,1.6,6.2,4.7,8.3,15.4,11.3
경륜,2022,45,1,20221111,4,1.5,1.2,1.5,2.9,2,13.8,32.9,28
경정,2022,45,1,20221109,4,8.4,5.6,3.8,74,32.5,46.8,267.4,165.8
경륜,2022,45,1,20221111,5,1.3,1,1.4,2.7,1.9,2.5,5.9,3
경정,2022,45,1,20221109,5,1.7,1.2,3.6,11.4,9.2,20,80.9,27.6
경륜,2022,45,1,20221111,6,2.2,1.5,1.9,3.7,2.9,24.4,47.8,50.9
경정,2022,45,1,20221109,6,1.2,1.6,3,6.2,6.4,5.6,15,6.1
경륜,2022,45,1,20221111,7,2.4,1.2,1.4,4,1.8,3.4,11.9,10
경정,2022,45,1,20221109,7,1.5,1,2.2,3.7,2.4,2,7.1,3.1
경륜,2022,45,1,20221111,8,2,1.3,2.2,8.7,5.4,2.9,15.7,5
경정,2022,45,1,20221109,8,2.4,1.8,1.7,7.4,3.6,4,16.6,11.7
경륜,2022,45,1,20221111,9,1.6,1.3,1.2,2.6,1.6,29.5,59,64.6
경정,2022,45,1,20221109,9,1.8,1.4,2,12.4,10.6,21.4,66.9,42.7
경륜,2022,45,1,20221111,10,1.1,1,2.8,4.7,3.3,13.1,21,14.3
경정,2022,45,1,20221109,10,1.6,1.2,1.2,2.7,1.6,5.3,9.9,8.6
경륜,2022,45,1,20221111,11,1,1,1.5,1.5,1.5,3.1,4.7,3.6
경정,2022,45,1,20221109,11,1.4,1.1,2.5,4.3,3.3,24.1,46.6,32.3
경륜,2022,45,1,20221111,12,1.3,1,2.6,4.2,3.5,5.5,12,8.1
경정,2022,45,1,20221109,12,2.9,2.1,2.6,11.8,7.8,7.4,43.3,13.7
경륜,2022,45,1,20221111,13,1.7,1.7,5.1,10.6,9.5,16.7,68.5,23
경정,2022,45,1,20221109,13,2,1,7,15.7,14.2,37.5,131.2,48.8
경륜,2022,45,1,20221111,14,1.2,1.3,1,1.6,1.4,1.3,1.9,1.3
경정,2022,45,1,20221109,14,1.5,1.1,1.2,2.2,1.5,3.5,7.6,6.3
경륜,2022,45,1,20221111,15,1,1,1.1,1,1.1,1.3,1.5,1.4
경정,2022,45,1,20221109,15,9.3,13.6,1.9,134.5,38.7,44.4,473.9,637.5
경륜,2022,45,1,20221111,16,1,1.1,1,1.2,1.1,2.3,2.7,2.1
경정,2022,45,1,20221109,16,5.5,2.7,2.3,26.9,16.1,5.9,66.3,32.8
경정,2022,45,1,20221109,17,1.9,1.5,1.6,4.6,3.3,8.2,21.4,11.4
경륜,2022,45,2,20221112,1,5.4,1.9,1.2,6.8,3.3,1.6,13.3,6.6
경정,2022,45,2,20221110,1,1,1.1,9,9.7,9,17.9,54.2,17
경륜,2022,45,2,20221112,2,8,2.1,9.2,59.7,49.9,10.5,164.7,32.7
경정,2022,45,2,20221110,2,2.8,1.1,1.1,3.4,1.5,2,8.3,5.8
경륜,2022,45,2,20221112,3,1.8,1.1,1,2.1,1,4.2,8.5,6.8
경정,2022,45,2,20221110,3,4.7,1.5,1.2,10.5,2.9,16,81.1,54.5
경륜,2022,45,2,20221112,4,1.2,1,5,6.1,4.5,23.6,36,27
경정,2022,45,2,20221110,4,1.2,1,2,3.6,2.8,6.8,11.7,7.7
경륜,2022,45,2,20221112,5,1.1,1.1,7.8,7.4,10.2,46.7,103.7,41.7
경정,2022,45,2,20221110,5,1.4,1.3,2.4,2.7,2.4,4.6,7.9,5.6
경륜,2022,45,2,20221112,6,11,2.5,1.2,16.5,4.6,2.5,39.8,19.8
경정,2022,45,2,20221110,6,2.4,1.6,1,3.8,1.6,4,10.6,8.8
경륜,2022,45,2,20221112,7,1.4,1,3.7,3.2,2.5,5.5,9.4,5.9
경정,2022,45,2,20221110,7,1.6,1.1,1.6,5.1,4.4,10.2,23.6,13.3
경륜,2022,45,2,20221112,8,1.5,1.5,12.2,16.7,14.9,14.2,55.5,13.7
경정,2022,45,2,20221110,8,2.6,1.2,1,4.6,1.8,3.2,12.5,8.9
경륜,2022,45,2,20221112,9,1.3,1.1,1.9,3.4,2.7,8.4,13.8,9.3
경정,2022,45,2,20221110,9,5.1,2.3,3.4,21.7,13.2,26.1,132.1,67.7
경륜,2022,45,2,20221112,10,1.2,1,7.6,8.4,5.9,22,42.6,25.1
경정,2022,45,2,20221110,10,9.7,3.5,2.2,36,17.7,12.5,159.6,91.6
경륜,2022,45,2,20221112,11,1.1,1,7.3,9.8,7.4,6.9,26.7,7.6
경정,2022,45,2,20221110,11,8.5,2.9,1,14.2,3.1,18.7,128.2,113.5
경륜,2022,45,2,20221112,12,1.1,1.2,4.9,8.2,7.7,3.9,15.7,4.3
경정,2022,45,2,20221110,12,1.8,1,1.2,2.7,1.3,3.5,8.1,6.2
경륜,2022,45,2,20221112,13,1,1,1.2,1.4,1.4,1.8,2.3,1.7
경정,2022,45,2,20221110,13,2.7,1.2,1.1,5.3,2.3,2.5,13.5,7.4
경륜,2022,45,2,20221112,14,1.2,1,1,1.2,1.1,1.3,1.7,1.5
경정,2022,45,2,20221110,14,1.2,1,13.7,12,10.4,9.1,51.6,12.1
경륜,2022,45,2,20221112,15,1,1,1.8,2.1,2.3,1.2,2.9,1.4
경정,2022,45,2,20221110,15,3.3,1.9,11.9,23.6,20.3,23,133.6,60.5
경륜,2022,45,2,20221112,16,1,1,1.3,1.1,1.1,1,1.3,1.1
경정,2022,45,2,20221110,16,1.4,1,1.4,1.6,1.3,2.2,3.3,2.7
경정,2022,45,2,20221110,17,2.6,1.1,1.2,3.8,1.3,5.2,17.5,16.1
경륜,2022,45,3,20221113,1,1.2,1,6.4,9.9,8.4,11.8,50.9,14.4
경륜,2022,45,3,20221113,2,15,4.5,1.3,42.5,8.7,5.2,100.3,66
경륜,2022,45,3,20221113,3,3.2,1.5,2.5,8.7,6.6,4.6,25.5,9.4
경륜,2022,45,3,20221113,4,1.3,1.3,3,8.5,5.2,3.9,16.5,5.2
경륜,2022,45,3,20221113,5,2.3,1.2,4.9,21.4,15.2,19,95.5,38.9
경륜,2022,45,3,20221113,6,2,1.5,3,10.5,8.8,3.5,18.5,6.9
경륜,2022,45,3,20221113,7,3.7,1.4,3.6,16.7,12,92.1,273.3,203.9
경륜,2022,45,3,20221113,8,9.8,1.9,1.2,13.6,2.7,3.3,31.7,23.8
경륜,2022,45,3,20221113,9,7.7,1.6,2,30.8,19.8,131.8,584.4,355.4
경륜,2022,45,3,20221113,10,7.3,1.7,3.1,12.5,5.7,4.6,32,15.5
경륜,2022,45,3,20221113,11,1.2,1,1.5,1.9,1.6,1.9,3.4,2.3
경륜,2022,45,3,20221113,12,1.7,1.3,1.9,5.1,2.9,2.6,9.1,4.6
경륜,2022,45,3,20221113,13,1.2,1,1.8,2.7,2.2,2.9,4.9,3.5
경륜,2022,45,3,20221113,14,1.2,1,1.9,2.7,2.9,1.2,3.3,1.3
경륜,2022,45,3,20221113,15,2,1.2,20.3,113.5,99.2,280.9,2061.4,652.2
경륜,2022,45,3,20221113,16,1,1.1,1,1.4,1.3,2.3,3.1,2.5
경륜,2022,46,1,20221118,1,2.7,1.3,1.1,2.6,1.3,5.6,12.3,10.7
경정,2022,46,1,20221116,1,1.7,1.2,2.1,7.7,6.3,5.9,29.4,15.9
경륜,2022,46,1,20221118,2,1.1,1,2.4,2.9,3.1,10.8,18.2,10.9
경정,2022,46,1,20221116,2,1.1,1.1,2.1,3,2.1,2.7,7.2,3.8
경륜,2022,46,1,20221118,3,4.7,1.5,18,66.2,35.2,65.9,613,103.3
경정,2022,46,1,20221116,3,1.8,1.4,4.8,11.6,6.9,8.8,33.3,14.2
경륜,2022,46,1,20221118,4,1.1,1,2.2,2,1.6,2.2,3.8,2.5
경정,2022,46,1,20221116,4,3.1,1.7,3,8.3,5,9.5,34.8,15.5
경륜,2022,46,1,20221118,5,1,1,1.9,2.1,2.1,4.1,6.2,4.1
경정,2022,46,1,20221116,5,1.9,1.4,4.5,9.3,6.6,23.1,61.6,34.2
경륜,2022,46,1,20221118,6,2.2,1.5,2.3,3.5,2.3,34.4,64.4,64.3
경정,2022,46,1,20221116,6,9.9,2.1,2.8,46.1,15.7,8.2,163.9,57.4
경륜,2022,46,1,20221118,7,12.2,3.9,1.8,21.1,6.6,4.3,87.2,40.4
경정,2022,46,1,20221116,7,2.1,1.8,4.5,18.3,14,5.2,45.4,12.1
경륜,2022,46,1,20221118,8,8.5,3.5,1.2,63.9,13.7,27.3,451.4,221.1
경정,2022,46,1,20221116,8,3.1,1,2.1,9.9,7.3,3.4,15.8,6.8
경륜,2022,46,1,20221118,9,1.4,1.2,2.1,2.4,2.4,1.9,4.5,2.1
경정,2022,46,1,20221116,9,1.5,1.1,1.4,4.4,3.5,4.4,13.8,7.3
경륜,2022,46,1,20221118,10,1,1.1,1.4,1.4,1.3,7.2,10.3,7.9
경정,2022,46,1,20221116,10,1.4,1,2.1,3.2,2,4.8,12.4,7.5
경륜,2022,46,1,20221118,11,1.2,1,7.7,23.6,18.1,40.6,132.6,43.7
경정,2022,46,1,20221116,11,6.1,3.8,1.2,23.9,7.5,15.2,83.6,50.3
경륜,2022,46,1,20221118,12,39.8,15.4,1,210.1,17.5,24,1160,919.8
경정,2022,46,1,20221116,12,1.4,1,3.4,6,5.6,1.6,10.2,2.1
경륜,2022,46,1,20221118,13,3.1,1,5.1,10.8,7.6,83.1,186.7,149
경정,2022,46,1,20221116,13,4.3,1.4,1,5.2,1.8,3.4,17.1,13.6
경륜,2022,46,1,20221118,14,1.2,1,8.8,6.3,7.7,2,10.3,2
경정,2022,46,1,20221116,14,2.3,1.4,1,3.6,1.9,2.8,8.5,4.8
경륜,2022,46,1,20221118,15,1,1,1.3,1.4,1.2,1.3,1.9,1.4
경정,2022,46,1,20221116,15,3,1.3,1.8,11.2,5.3,21.8,77.9,48.6
경륜,2022,46,1,20221118,16,1,1,1.1,1.1,1.2,1.2,1.5,1.2
경정,2022,46,1,20221116,16,4.2,1.7,2,20.1,6.6,36.8,220.4,141.4
경정,2022,46,1,20221116,17,2.1,1.1,7.8,25,20.7,6.2,67.4,14
경륜,2022,46,2,20221119,1,1.3,1.2,1.2,1.6,1.2,8.2,11.2,11
경정,2022,46,2,20221117,1,1.3,1.2,2.8,5.5,4.1,3.3,14.2,4.9
경륜,2022,46,2,20221119,2,6.7,1.5,1,10.6,1.6,24.1,180.9,199.5
경정,2022,46,2,20221117,2,3,1.5,2.6,8.4,5.3,3.4,17.4,7.9
경륜,2022,46,2,20221119,3,1.3,1.2,1.7,1.6,1.1,3.6,5.8,4.7
경정,2022,46,2,20221117,3,8.2,1,,10.5,4.1,2.1,23.9,10.2
경륜,2022,46,2,20221119,4,1.5,1,1.5,2,1.6,6.1,9.1,7.4
경정,2022,46,2,20221117,4,1.2,1,3.2,5,3.1,4.2,13.3,7.8
경륜,2022,46,2,20221119,5,1,1,2.2,1.7,1.5,2.2,3.6,2.4
경정,2022,46,2,20221117,5,2,1,4.1,10.9,8.5,9.4,43.1,15.6
경륜,2022,46,2,20221119,6,1.9,1.8,1,6.2,2.8,3.3,14.4,11.6
경정,2022,46,2,20221117,6,1.4,1.2,3.1,5.7,5.2,8.5,21.1,11.2
경륜,2022,46,2,20221119,7,4.3,1.4,2.5,11.2,5.3,3,28.8,8.7
경정,2022,46,2,20221117,7,1.8,1.3,2.4,4.3,2.9,15.5,29.1,21.2
경륜,2022,46,2,20221119,8,6,1.6,5.9,15.4,13.7,43,82.1,63.9
경정,2022,46,2,20221117,8,1.3,1.3,1.8,3.6,3.3,2.1,6.6,2.9
경륜,2022,46,2,20221119,9,1.5,1.1,8,17.7,19.6,180.1,434,263.9
경정,2022,46,2,20221117,9,2.5,1.2,1.6,3.8,2.4,2.5,8.7,4.9
경륜,2022,46,2,20221119,10,1.1,1.1,2.2,2.8,2.3,11.5,16.5,11.3
경정,2022,46,2,20221117,10,4.4,1.7,1.4,6.1,2.8,3.8,14,9.2
경륜,2022,46,2,20221119,11,1.2,1.4,7,19.2,21.6,46.1,117.1,63.6
경정,2022,46,2,20221117,11,5.1,1.9,1.2,6.8,1.9,3.1,18.1,10.6
경륜,2022,46,2,20221119,12,1.2,1,2.5,3.4,2.7,21.9,35.1,28.9
경정,2022,46,2,20221117,12,1.6,1.3,1.7,4.8,2.6,19.4,41.2,25.7
경륜,2022,46,2,20221119,13,1,1,1.6,1.4,1.4,8.6,10.3,8.6
경정,2022,46,2,20221117,13,1.6,1.1,1.2,3.1,2.1,4.8,9.2,6.3
경륜,2022,46,2,20221119,14,2,1.3,3.3,8.5,5.7,38.4,72.3,49.9
경정,2022,46,2,20221117,14,1.2,1.1,1.5,2.2,1.8,3.2,6.3,3.3
경륜,2022,46,2,20221119,15,1.1,1.2,1,1.6,1.3,1.6,2.3,1.6
경정,2022,46,2,20221117,15,1.1,1,1.7,2.5,2.5,2.1,5.1,2.8
경륜,2022,46,2,20221119,16,1,1,1,1.2,1.1,1,1.3,1.2
경정,2022,46,2,20221117,16,1.1,1.1,1.4,3.7,4,8.6,15.1,10.1
경정,2022,46,2,20221117,17,2.7,1.2,1.8,5.2,3.3,4.4,10.9,7.7
경륜,2022,46,3,20221120,1,1.4,1.2,1.3,3.1,1.9,7.4,16.9,10.7
경륜,2022,46,3,20221120,2,1.3,1.1,1.4,2.6,2.5,1.8,3.9,2
경륜,2022,46,3,20221120,3,1.7,1.3,2,7.1,4.9,13.6,31,22.4
경륜,2022,46,3,20221120,4,1.1,1,1.6,2.1,2.1,8.4,12.4,8.3
경륜,2022,46,3,20221120,5,8.5,4.4,8.6,93.9,57.5,102,1009.4,368.4
경륜,2022,46,3,20221120,6,1.2,1.1,1.3,2.3,1.9,3.4,6.5,3.6
경륜,2022,46,3,20221120,7,4.8,2.4,1.3,7.1,3.1,3.2,16.8,10.3
경륜,2022,46,3,20221120,8,1.5,1.3,1.6,7.2,5.3,5.3,13.4,6.7
경륜,2022,46,3,20221120,9,2.1,1.3,1.3,7.6,3.4,5.8,20.4,9.8
경륜,2022,46,3,20221120,10,32.3,4.9,8.4,143.5,46.2,211.5,981.5,1378.3
경륜,2022,46,3,20221120,11,1.4,1,1.3,2,1.6,2.5,4.4,3.1
경륜,2022,46,3,20221120,12,8.5,2.6,1,9.4,2,3.4,23.6,19.3
경륜,2022,46,3,20221120,13,1.1,1.2,2.1,2.8,2.4,2,4.1,2.3
경륜,2022,46,3,20221120,14,1,1.1,2,2.7,2.6,1.6,4.6,1.6
경륜,2022,46,3,20221120,15,1,1,1.3,1.2,1.2,2.2,2.9,2.3
경륜,2022,46,3,20221120,16,1.1,1,30,48.2,32.4,85.4,652,116.6
경륜,2022,47,1,20221125,1,1.6,1.7,1.5,4.4,1.9,2.7,7.6,4.9
경정,2022,47,1,20221123,1,1.5,1.2,2.1,3.4,2.1,3.2,8.8,5.4
경륜,2022,47,1,20221125,2,1.9,1.6,1,3.3,1.7,2,4.8,4.1
경정,2022,47,1,20221123,2,2.7,1.6,1.9,6.9,3.6,3.3,10.9,7.7
경륜,2022,47,1,20221125,3,2.3,1.4,1,2.7,1.3,5.3,14.4,9.5
경정,2022,47,1,20221123,3,11.9,3.6,3.5,31.4,16.9,31.9,173.5,106.5
경륜,2022,47,1,20221125,4,1.7,1.3,1.5,3.1,1.6,9.2,24.1,18
경정,2022,47,1,20221123,4,3.3,1.4,1.1,4.9,1.8,3.6,13,10.5
경륜,2022,47,1,20221125,5,1.8,1.1,1.4,4,1.6,12.3,47,48.6
경정,2022,47,1,20221123,5,3,1.6,1.1,4.7,1.5,4.8,17.5,14.4
경륜,2022,47,1,20221125,6,1.7,1.1,3.4,14.4,15.3,135.1,306,258.4
경정,2022,47,1,20221123,6,8,1.8,1.3,13.4,3.4,11.1,74.6,45.5
경륜,2022,47,1,20221125,7,1.9,1.1,2.4,4,2.1,30.7,81.7,52.9
경정,2022,47,1,20221123,7,2.7,1.8,17.3,87.5,66.8,1,1,1
경륜,2022,47,1,20221125,8,1.5,1.3,9.4,10.2,7.4,9.9,40,12.8
경정,2022,47,1,20221123,8,2.2,1.5,2.3,5.2,4.1,4.6,12.9,7.8
경륜,2022,47,1,20221125,9,6,1.3,1.6,6.9,2.1,6.5,40.8,45.9
경정,2022,47,1,20221123,9,2.4,1.5,8.8,19.1,20.1,29.5,125.9,49.4
경륜,2022,47,1,20221125,10,9,2,9.8,30.2,28.6,15.2,168,57.5
경정,2022,47,1,20221123,10,1.9,1.3,1.2,3.3,1.9,2.5,6.1,4.9
경륜,2022,47,1,20221125,11,1.2,1,4.1,5,4,103.9,134.4,146.4
경정,2022,47,1,20221123,11,3.2,2.1,1.6,16.5,9.5,4,53,14.4
경륜,2022,47,1,20221125,12,1.7,1.2,3,3.8,2.9,6.9,12.2,10.1
경정,2022,47,1,20221123,12,2.3,1.5,5,13.4,9.2,10.2,56.8,17.2
경륜,2022,47,1,20221125,13,1,1,1.2,1.2,1,19.2,30.3,26.9
경정,2022,47,1,20221123,13,1.9,1.2,1,4.3,1.4,4.5,19.5,17.1
경륜,2022,47,1,20221125,14,1.1,1,1.2,1.3,1.1,1.2,1.4,1.2
경정,2022,47,1,20221123,14,1.4,1.1,4.4,20.3,17.1,22.9,97.3,23.5
경륜,2022,47,1,20221125,15,1,1.2,1.7,1.7,1.7,1.2,2.2,1.2
