RACE_YEAR,PLAYER_REGIST_NO,PLAYER_NM,PRACE_NCNT,PRACE_1R_NCNT,PRACE_2R_NCNT,PRACE_3R_NCNT,PRACE_4R_NCNT,PRACE_5R_NCNT,PRACE_6R_NCNT,AVRG_CKSN_SCORE_VALUE,AVRG_ACDNT_SCORE_VALUE,AVRG_SCORE_VALUE,AVRG_BEGIN_TIME_VALUE,VICTRY_RT,YUNDAE_RT,THREE_YUNDAE_RT,PLAYER_GRAD_NM,PLAYER_PN_NO
2020,15-009,엄광호,4,0,0,0,0,0,4,1,0,1,0,0,0,0,,
2020,15-015,한유형,4,0,0,0,1,1,2,2,0,2,0,0,0,0,,
2021,13-004,김태용,23,3,6,4,3,4,1,5.35,0.35,5,0.23,13,39.1,56.5,A2,13
2021,13-007,이진우,40,7,8,5,6,5,8,5.15,0.28,4.88,0.26,17.5,37.5,50,B1,13
2021,13-009,최진혁,31,0,6,3,7,3,12,3.61,0.26,3.35,0.25,0,19.4,29,B1,13
2021,14-001,고정환,26,1,5,4,6,4,5,4.27,0.85,3.42,0.16,3.8,23.1,38.5,B2,14
2021,16-012,홍진수,27,1,7,3,5,5,6,4.48,0.48,4,0.23,3.7,29.6,40.7,B1,16
2021,02-037,최광성,41,11,10,3,5,6,6,6,0.15,5.85,0.22,26.8,51.2,58.5,A1,2
2021,02-038,최재원,38,3,9,6,9,6,5,5.03,0.24,4.79,0.22,7.9,31.6,47.4,B1,2
2021,02-040,한  운,23,3,1,4,6,6,2,4.35,0.74,3.61,0.27,13,17.4,34.8,B2,2
2021,03-004,문안나,36,10,5,11,7,0,3,6.64,0.17,6.47,0.22,27.8,41.7,72.2,A1,3
2021,06-012,안지민,38,2,18,7,4,5,2,6.16,0.16,6,0.28,5.3,52.6,71.1,A2,6
2021,04-016,이창규,29,7,5,5,4,4,4,5.79,0.14,5.66,0.25,24.1,41.4,58.6,A2,4
2021,02-008,김민천,29,13,7,4,1,3,0,7.66,0.62,7.03,0.21,44.8,69,82.8,B2,2
2021,04-007,민영건,42,9,6,8,8,3,8,5.52,0.11,5.42,0.2,21.4,35.7,54.8,A2,4
2021,01-001,강지환,38,4,7,6,9,6,6,4.89,0.13,4.76,0.26,10.5,28.9,44.7,A2,1
2021,01-002,강창효,25,4,2,2,5,5,5,4.12,1.4,2.72,0.24,16,24,32,B2,1
2021,01-003,곽현성,32,6,4,9,4,5,3,5.47,0.44,5.03,0.26,18.8,31.3,59.4,A2,1
2021,01-004,권명호,33,5,8,7,4,3,6,5.58,0.35,5.23,0.25,15.2,39.4,60.6,A2,1
2021,01-006,권현기,35,2,5,7,9,7,5,4.49,0.3,4.19,0.27,5.7,20,40,B1,1
2021,01-007,길현태,35,7,4,3,7,5,8,4.74,0.23,4.51,0.21,20,31.4,40,B1,1
2021,01-008,김국흠,40,6,10,5,5,11,3,5.38,0.08,5.3,0.26,15,40,52.5,B1,1
2021,01-009,김대선,34,0,3,7,10,7,7,3.74,0.24,3.5,0.21,0,8.8,29.4,B1,1
2021,01-011,김명진,37,3,3,7,5,10,9,3.92,0.05,3.86,0.29,8.1,16.2,35.1,B1,1
2021,01-016,김종목,34,3,4,8,4,6,9,4.32,0.06,4.26,0.29,8.8,20.6,44.1,B1,1
2021,01-017,김창규,28,6,5,6,3,5,1,5.68,0.79,4.89,0.2,21.4,39.3,60.7,B2,1
2021,01-019,나병창,26,6,7,3,3,2,4,5.92,0.65,5.27,0.24,23.1,50,61.5,B2,1
2021,01-026,서화모,23,2,6,4,3,5,3,5.09,0.13,4.96,0.28,8.7,34.8,52.2,B1,1
2021,01-030,우진수,38,7,8,7,8,7,1,5.87,0.16,5.71,0.2,18.4,39.5,57.9,A2,1
2021,01-031,윤영근,38,6,2,9,6,9,6,4.68,0.05,4.63,0.22,15.8,21.1,44.7,B1,1
2021,01-036,이태희,43,11,8,12,7,4,1,6.63,0.24,6.38,0.24,25.6,44.2,72.1,A1,1
2021,01-037,이택근,36,8,5,6,7,5,5,5.53,0.11,5.42,0.17,22.2,36.1,52.8,A2,1
2021,01-040,장영태,38,9,9,4,10,3,3,6.18,0.11,6.08,0.21,23.7,47.4,57.9,A2,1
2021,01-042,정민수,29,11,3,7,4,2,2,6.83,0.38,6.45,0.26,37.9,48.3,72.4,A1,1
2021,01-043,정용진,33,1,6,7,10,5,4,4.67,0.33,4.33,0.23,3,21.2,42.4,B1,1
2021,01-044,정인교,34,7,2,5,4,5,9,4.44,0.47,3.97,0.27,20.6,26.5,41.2,B1,1
2021,01-045,조현귀,38,7,7,8,8,4,4,5.74,0.16,5.58,0.18,18.4,36.8,57.9,A2,1
2021,01-047,한  진,41,11,12,6,5,2,5,6.66,0.24,6.41,0.21,26.8,56.1,70.7,A1,1
2021,01-048,황만주,30,1,2,6,5,9,6,3.53,0.37,3.17,0.28,3.3,10,30,B2,1
2021,02-002,김기한,31,3,1,11,7,4,5,4.68,0.06,4.61,0.3,9.7,12.9,48.4,B1,2
2021,03-008,박정아,43,11,17,5,4,4,2,7.12,0.14,6.98,0.25,25.6,65.1,76.7,A1,3
2021,03-011,이미나,39,7,11,5,10,1,5,6.08,0.31,5.77,0.23,17.9,46.2,59,A2,3
2021,03-014,이주영,8,2,1,2,1,0,1,5.63,0.5,5.13,0.2,25,37.5,62.5,B2,3
2021,03-015,이지수,35,11,4,8,7,1,3,6.43,0.17,6.26,0.26,31.4,42.9,65.7,A2,3
2021,04-002,구현구,27,4,2,8,5,5,3,5.07,0.52,4.56,0.22,14.8,22.2,51.9,A2,4
2021,04-006,김종희,30,1,5,5,4,7,7,3.9,0.5,3.4,0.28,3.3,20,36.7,B2,4
2021,15-001,구남우,32,1,4,4,5,10,8,3.56,0.38,3.19,0.23,3.1,15.6,28.1,B1,15
2021,14-012,하서우,31,0,1,3,4,10,12,2.39,0.55,1.84,0.34,0,3.2,12.9,B2,14
2021,14-011,조규태,35,4,3,7,9,8,4,4.63,0.31,4.31,0.21,11.4,20,40,B1,14
2021,14-010,이휘동,28,5,2,5,4,8,3,4.68,0.68,4,0.2,17.9,25,42.9,B1,14
2021,14-009,이지은,35,6,4,5,9,5,6,4.97,0.26,4.71,0.22,17.1,28.6,42.9,B1,14
2021,14-008,서종원,23,3,0,4,2,1,12,3.3,0.78,2.52,0.26,13,13,30.4,B2,14
2021,14-007,박원규,38,16,5,7,1,4,4,6.79,0.22,6.57,0.15,42.1,55.3,73.7,A2,14
2021,06-013,양원준,32,10,4,8,3,4,3,6.34,0.19,6.16,0.27,31.3,43.8,68.8,A1,6
2021,14-006,문성현,29,1,0,1,2,11,13,2.03,0.66,1.38,0.24,3.4,3.4,6.9,B2,14
2021,02-029,이용세,40,12,11,8,6,2,1,7.23,0.1,7.13,0.15,30,57.5,77.5,A1,2
2021,02-027,윤영일,32,3,5,9,3,6,5,4.78,0.34,4.44,0.23,9.4,25,53.1,B1,2
2021,14-004,김성찬,36,2,3,9,6,3,13,3.92,0.44,3.47,0.2,5.6,13.9,38.9,B1,14
2021,02-023,손근성,21,6,4,3,3,1,2,6,1.48,4.52,0.21,28.6,47.6,61.9,B2,2
2021,14-003,권혁민,32,1,0,3,8,9,11,2.78,0.19,2.59,0.33,3.1,3.1,12.5,B2,14
2021,14-002,구본선,28,6,4,6,4,3,4,5.5,0.61,4.89,0.22,21.4,35.7,57.1,B2,14
2021,15-011,이  인,33,4,3,7,6,4,7,4.39,0.45,3.94,0.25,12.1,21.2,42.4,B1,15
2021,15-012,정세혁,39,7,9,5,7,6,5,5.56,0.23,5.33,0.21,17.9,41,53.8,A2,15
2021,15-013,정승호,29,1,1,4,7,7,9,3.21,0.21,3,0.27,3.4,6.9,20.7,B1,15
2021,15-014,조승민,24,2,1,4,1,9,6,3.33,0.79,2.54,0.28,8.3,12.5,29.2,B2,15
2021,16-004,박민성,23,2,1,3,6,4,6,3.65,0.96,2.7,0.27,8.7,13,26.1,B2,16
2021,16-003,나종호,37,4,6,8,12,3,4,5.27,0.14,5.14,0.18,10.8,27,48.6,A2,16
2021,15-009,엄광호,30,2,0,3,5,5,15,2.77,0.43,2.33,0.22,6.7,6.7,16.7,B2,15
2021,15-008,신선길,35,0,0,0,1,9,25,1.34,0.17,1.17,0.25,0,0,0,B2,15
2021,15-007,송효범,30,1,1,5,8,7,8,3.4,0.37,3.03,0.22,3.3,6.7,23.3,B1,15
2021,15-006,박민영,28,0,1,2,4,13,7,2.46,0.3,2.16,0.29,0,3.6,10.7,B2,15
2021,15-005,김태영,31,1,4,3,6,11,6,3.61,0.16,3.45,0.26,3.2,16.1,25.8,B1,15
2021,15-004,김채현,23,0,1,1,5,5,10,2.35,0.83,1.52,0.25,0,4.3,8.7,B2,15
2021,15-003,김지영,38,2,8,7,7,4,10,4.53,0.03,4.5,0.27,5.3,26.3,44.7,B1,15
2021,15-002,김경일,33,1,4,3,8,9,7,3.55,0.24,3.3,0.25,3,15.2,24.2,B1,15
2021,16-002,김현주,16,0,0,0,0,4,11,1.19,0.56,0.63,0.35,0,0,0,B2,16
2021,16-001,김보경,37,2,6,4,8,9,8,4.08,0.09,3.99,0.21,5.4,21.6,32.4,B1,16
2021,05-006,박종덕,34,5,9,9,7,2,1,6.15,0.5,5.65,0.18,14.7,41.2,67.6,A1,5
2021,05-011,주은석,39,9,11,8,6,2,3,6.64,0.13,6.51,0.2,23.1,51.3,71.8,A1,5
2021,15-016,한준희,30,1,2,3,7,10,7,3.3,0.3,3,0.33,3.3,10,20,B1,15
2021,15-015,한유형,32,0,1,1,2,7,19,1.72,0.38,1.34,0.25,0,3.1,6.3,B2,15
2021,07-003,김승택,39,4,4,11,10,4,5,4.9,0.18,4.72,0.25,10.3,20.5,48.7,B1,7
2021,07-005,배혜민,39,12,8,8,7,4,0,6.92,0.08,6.85,0.18,30.8,51.3,71.8,A1,7
2021,07-010,장수영,27,3,2,9,6,3,3,4.93,0.85,4.07,0.2,11.1,18.5,51.9,B2,7
2021,07-011,정경호,38,10,9,6,9,3,1,6.61,0.13,6.47,0.22,26.3,50,65.8,A2,7
2021,07-013,황이태,32,2,9,6,8,5,2,5.38,0.13,5.25,0.27,6.3,34.4,53.1,B1,7
2021,08-001,김동경,32,2,10,8,5,5,2,5.63,0.03,5.59,0.26,6.3,37.5,62.5,A2,8
2021,08-002,김민길,42,15,8,7,7,3,1,7.02,0.17,6.86,0.23,35.7,54.8,71.4,A1,8
2021,08-003,송효석,35,4,3,13,3,6,5,4.89,0.31,4.57,0.26,11.4,20,57.1,B1,8
2021,08-006,이동준,26,4,8,7,5,0,1,6.42,0.77,5.65,0.23,15.4,46.2,73.1,B2,8
2021,08-007,전두식,37,4,7,6,7,6,7,4.84,0.14,4.7,0.26,10.8,29.7,45.9,B1,8
2021,08-008,정주현,31,8,6,3,7,4,2,5.94,0.63,5.31,0.21,25.8,45.2,54.8,B2,8
2021,08-009,한종석,40,10,10,6,4,7,3,6.23,0.13,6.1,0.22,25,50,65,A2,8
2021,09-001,김지훈,27,9,5,4,2,5,1,6.41,0.78,5.63,0.19,33.3,51.9,66.7,B2,9
2021,09-002,신현경,33,7,5,3,5,9,4,5.15,0.09,5.06,0.24,21.2,36.4,45.5,A2,9
2021,09-005,홍기철,33,4,3,6,5,11,4,4.42,0.27,4.15,0.27,12.1,21.2,39.4,B1,9
2021,10-002,김완석,39,18,5,4,7,4,0,7.23,0.31,6.92,0.16,46.2,59,69.2,A1,10
2021,02-022,사재준,35,2,2,6,7,11,7,3.69,0.23,3.46,0.23,5.7,11.4,28.6,B1,2
2021,02-019,박석문,33,7,8,6,7,3,2,6.24,0.24,6,0.16,21.2,45.5,63.6,A2,2
2021,02-016,김효년,31,6,4,5,4,7,2,4.97,0.94,4.03,0.18,19.4,32.3,48.4,B2,2
2021,02-015,김현철,33,7,12,6,1,5,2,6.73,0.15,6.58,0.24,21.2,57.6,75.8,A1,2
2021,02-012,김종민,40,20,12,3,3,1,1,8.33,0.18,8.15,0.16,50,80,87.5,A1,2
2021,02-010,김정구,36,3,10,3,8,8,4,5,0.14,4.86,0.21,8.3,36.1,44.4,A2,2
2021,02-009,김재윤,23,1,4,1,6,6,4,3.83,0.74,3.09,0.25,4.3,21.7,26.1,B2,2
2021,02-031,이재학,27,5,3,5,4,5,4,4.96,0.78,4.19,0.26,18.5,29.6,48.1,B2,2
2021,16-005,손유정,30,0,0,6,3,12,9,2.7,0.33,2.37,0.22,0,0,20,B2,16
2021,16-006,염윤정,31,1,1,4,6,9,10,3.06,0.16,2.9,0.29,3.2,6.5,19.4,B1,16
2021,16-007,오상현,22,0,1,2,0,6,12,2,0.89,1.11,0.26,0,4.5,13.6,B2,16
2021,16-008,이수빈,25,4,0,3,5,8,5,4,0.28,3.72,0.36,16,16,28,B1,16
2021,16-009,임지훈,22,0,1,2,5,2,11,2.5,0.41,2.09,0.23,0,4.5,13.6,B2,16
2021,16-010,전동욱,25,4,5,4,2,4,5,5,0.8,4.2,0.23,16,36,52,B2,16
2021,16-011,최인원,23,0,0,0,2,7,13,1.52,0.96,0.57,0.22,0,0,0,B2,16
2021,10-004,박준호,33,3,5,4,7,7,7,4.33,0.27,4.06,0.21,9.1,24.2,36.4,B1,10
2021,10-005,반혜진,33,7,10,8,6,0,1,6.76,0.61,6.15,0.24,21.2,51.5,75.8,A1,10
2021,10-006,이경섭,40,8,8,8,4,9,3,5.73,0.08,5.65,0.19,20,40,60,A2,10
2021,10-007,임태경,34,4,3,9,11,6,1,5.15,0.31,4.84,0.23,11.8,20.6,47.1,B1,10
2021,11-001,기광서,40,4,12,7,8,5,4,5.6,0.1,5.5,0.21,10,40,57.5,A2,11
2021,11-003,김강현,24,4,5,7,3,2,2,5.83,0.79,5.04,0.23,16.7,37.5,66.7,B2,11
2021,11-004,김선웅,34,3,4,11,4,5,6,4.71,0.26,4.44,0.19,8.8,20.6,52.9,A2,11
2021,11-005,김영민,33,7,7,9,5,2,3,6.33,0.09,6.24,0.27,21.2,42.4,69.7,A1,11
2021,11-006,김응선,36,12,10,5,1,5,1,6.89,0.61,6.28,0.15,33.3,61.1,75,B2,11
2021,11-007,김지현,37,12,5,8,6,5,0,6.54,0.31,6.23,0.23,32.4,45.9,67.6,A2,11
2021,11-008,김현덕,26,2,5,5,4,2,6,4.46,0.77,3.69,0.19,7.7,26.9,46.2,B2,11
2021,11-011,박진서,34,6,8,10,4,4,2,6.24,0.09,6.15,0.26,17.6,41.2,70.6,A2,11
2021,11-012,서  휘,40,9,13,6,7,4,1,6.73,0.18,6.55,0.22,22.5,55,70,A1,11
2021,11-014,전정환,29,2,5,5,4,8,4,4.34,0.72,3.62,0.19,6.9,24.1,41.4,B2,11
2021,10-003,김태규,38,5,6,4,12,7,3,4.92,0.26,4.66,0.23,13.2,28.9,39.5,B1,10
2021,15-010,윤상선,30,0,1,2,2,12,13,2.17,0.17,2,0.26,0,3.3,10,B2,15
2021,04-005,김세원,22,3,6,2,5,4,1,5.41,0.73,4.68,0.21,13.6,40.9,50,B2,4
2021,01-035,이응석,28,3,5,3,9,5,3,4.89,0.25,4.64,0.19,10.7,28.6,39.3,B1,1
2021,01-029,오세준,33,5,1,6,9,6,6,4.48,0.09,4.39,0.2,15.2,18.2,36.4,B1,1
2021,07-009,윤동오,37,6,4,9,4,10,4,5.03,0.15,4.88,0.24,16.2,27,51.4,A2,7
2021,07-008,류해광,28,0,3,2,6,10,5,3.04,0.75,2.29,0.21,0,10.7,17.9,B2,7
2021,07-007,심상철,32,15,7,3,2,3,0,7.47,1.06,6.41,0.14,46.9,68.8,78.1,B2,7
2021,07-006,손동민,37,9,10,3,2,8,4,5.84,0.38,5.46,0.22,24.3,51.4,59.5,A2,7
2021,06-008,손제민,31,11,7,3,3,3,3,6.61,0.71,5.9,0.18,35.5,58.1,67.7,B2,6
2021,06-005,문주엽,34,8,13,6,6,1,0,7.29,0.32,6.97,0.25,23.5,61.8,79.4,A1,6
2021,06-003,김계영,27,5,4,2,6,4,6,4.89,0.3,4.59,0.23,18.5,33.3,40.7,A2,6
2021,06-001,권일혁,19,1,1,2,3,3,7,2.89,1.74,1.16,0.2,5.3,10.5,21.1,B2,6
2021,05-010,이종인,37,2,6,6,6,13,4,4.27,0.24,4.03,0.27,5.4,21.6,37.8,B1,5
2021,05-009,이승일,32,5,7,6,6,4,3,5.53,0.47,5.06,0.26,15.6,37.5,56.3,B1,5
2021,05-005,김희용,33,4,8,5,3,5,7,4.94,0.27,4.67,0.22,12.1,36.4,51.5,B1,5
2021,03-005,박설희,37,7,9,5,5,6,5,5.65,0.16,5.49,0.22,18.9,43.2,56.8,A2,3
2021,04-008,박상현,33,3,6,8,8,5,3,5.18,0.27,4.91,0.2,9.1,27.3,51.5,A2,4
2021,04-010,신동길,29,3,6,4,6,5,5,4.86,0.17,4.69,0.21,10.3,31,44.8,B1,4
2021,04-011,어선규,34,12,9,9,2,1,0,7.65,0.32,7.32,0.22,35.3,61.8,88.2,A1,4
2021,04-012,원용관,35,6,8,6,8,4,2,5.77,0.31,5.46,0.21,17.1,40,57.1,A2,4
2021,05-012,최영재,38,12,5,5,5,6,5,5.97,0.21,5.76,0.19,31.6,44.7,57.9,A2,5
2021,06-004,김동민,35,12,5,9,3,3,2,6.69,0.4,6.29,0.27,34.3,48.6,74.3,A2,6
2021,06-009,손지영,39,7,7,3,13,7,2,5.44,0.1,5.33,0.23,17.9,35.9,43.6,A2,6
2021,11-015,정훈민,28,2,5,7,7,5,1,5.04,0.68,4.36,0.28,7.1,25,50,B2,11
2021,12-001,강영길,26,4,3,6,4,6,2,5,0.69,4.31,0.16,15.4,26.9,50,B2,12
2021,12-002,김인혜,41,12,6,9,6,4,4,6.34,0.12,6.22,0.21,29.3,43.9,65.9,A2,12
2021,12-004,박준현,38,8,7,6,4,9,4,5.53,0.08,5.45,0.25,21.1,39.5,55.3,A2,12
2021,12-005,류석현,41,14,11,7,2,1,6,7.07,0.12,6.95,0.2,34.1,61,78,A1,12
2021,12-006,이상문,33,4,5,6,4,6,7,4.58,0.21,4.36,0.23,12.1,27.3,45.5,B1,12
2021,12-009,조성인,41,23,10,3,2,1,1,8.37,0.24,8.12,0.16,56.1,80.5,87.8,A1,12
2021,12-010,한성근,42,15,8,4,10,1,4,6.86,0.12,6.74,0.19,35.7,54.8,64.3,A1,12
2021,13-001,김도휘,29,3,7,5,7,5,1,5.34,0.55,4.79,0.24,10.3,34.5,51.7,B2,13
2021,13-002,김민준,33,12,6,5,4,2,3,6.76,0.52,6.24,0.15,36.4,54.5,69.7,A2,13
2022,11-015,정훈민,67,3,7,14,16,9,17,4.01,0.21,3.81,0.29,4.5,14.9,35.8,B1,11
2022,08-006,이동준,63,19,15,13,9,3,3,6.9,0.3,6.6,0.2,30.2,54,74.6,A1,8
2022,08-003,송효석,81,11,17,19,17,10,7,5.62,0.11,5.51,0.25,13.6,34.6,58,A2,8
2022,08-002,김민길,66,17,11,17,7,8,4,6.18,0.4,5.78,0.24,25.8,42.4,68.2,A2,8
2022,08-001,김동경,76,5,9,16,20,12,13,4.41,0.31,4.1,0.29,6.6,18.4,39.5,B1,8
2022,07-013,황이태,68,5,15,18,12,15,3,5.28,0.4,4.88,0.27,7.4,29.4,55.9,B1,7
2022,07-011,정경호,75,14,11,12,15,13,9,5.27,0.17,5.09,0.23,18.7,33.3,49.3,B1,7
2022,07-010,장수영,55,9,11,14,6,9,5,5.62,0.58,5.04,0.18,16.4,36.4,61.8,A2,7
2022,07-009,윤동오,75,11,19,10,14,15,6,5.55,0.25,5.3,0.18,14.7,40,53.3,A2,7
2022,10-003,김태규,71,8,16,13,10,14,8,5.1,0.42,4.68,0.2,11.3,33.8,52.1,A2,10
2022,10-002,김완석,90,30,24,11,12,9,3,7.03,0.16,6.87,0.15,33.3,60,72.2,A1,10
2022,09-005,홍기철,57,8,13,7,9,9,11,5.11,0.18,4.92,0.24,14,36.8,49.1,A2,9
2022,09-002,신현경,56,4,6,17,10,11,5,4.59,0.56,4.03,0.25,7.1,17.9,48.2,B2,9
2022,08-009,한종석,59,16,10,12,9,7,4,6.24,0.36,5.88,0.19,27.1,44.1,64.4,A1,8
2022,08-008,정주현,55,16,9,6,10,8,4,5.96,0.57,5.39,0.23,29.1,45.5,56.4,A2,8
2022,08-007,전두식,72,5,11,15,20,7,13,4.65,0.2,4.45,0.2,6.9,22.2,43.1,B1,8
2022,16-003,나종호,69,15,11,19,7,8,8,5.86,0.36,5.49,0.18,21.7,37.7,65.2,A2,16
2022,16-001,김보경,71,9,10,16,12,9,15,4.89,0.31,4.58,0.18,12.7,26.8,49.3,A2,16
2022,15-016,한준희,65,9,15,14,6,11,10,5.38,0.28,5.1,0.22,13.8,36.9,58.5,A2,15
2022,15-015,한유형,35,1,0,2,5,12,12,2.23,1.26,0.97,0.26,2.9,2.9,8.6,B2,15
2022,15-014,조승민,52,5,2,5,9,17,12,3.42,0.84,2.59,0.24,9.6,13.5,23.1,B2,15
2022,15-013,정승호,55,7,10,6,5,14,12,4.47,0.47,4,0.19,12.7,30.9,41.8,B2,15
2022,15-012,정세혁,64,9,9,7,13,16,8,4.63,0.6,4.02,0.19,14.1,28.1,39.1,B2,15
2022,15-011,이  인,54,9,9,12,10,8,4,5.44,0.56,4.88,0.21,16.7,33.3,55.6,A2,15
2022,15-010,윤상선,54,5,4,5,5,7,27,3.2,0.53,2.68,0.3,9.3,16.7,25.9,B2,15
2022,15-009,엄광호,47,4,7,4,4,10,15,3.64,1.11,2.53,0.19,8.5,23.4,31.9,B2,15
2022,15-008,신선길,53,0,0,0,5,15,32,1.55,0.68,0.87,0.24,0,0,0,B2,15
2022,15-007,송효범,41,1,4,4,6,7,17,2.95,1.09,1.87,0.24,2.4,12.2,22,B2,15
2022,15-006,박민영,64,2,4,7,17,19,13,3.33,0.31,3.02,0.25,3.1,9.4,20.3,B2,15
2022,15-005,김태영,67,1,2,4,13,15,31,2.43,0.25,2.18,0.27,1.5,4.5,10.4,B2,15
2022,15-004,김채현,55,1,2,4,7,10,29,2.31,0.66,1.65,0.23,1.8,5.5,12.7,B2,15
2022,05-009,이승일,83,19,18,19,7,15,5,6.16,0.11,6.05,0.23,22.9,44.6,67.5,A1,5
2022,05-005,김희용,73,9,12,14,11,12,14,4.82,0.16,4.66,0.22,12.3,28.8,47.9,B1,5
2022,04-012,원용관,65,7,10,16,11,12,8,4.95,0.38,4.58,0.19,10.8,26.2,50.8,B1,4
2022,04-011,어선규,96,34,21,20,12,3,6,7.23,0.17,7.06,0.16,35.4,57.3,78.1,A1,4
2022,04-010,신동길,58,6,14,6,13,8,9,4.91,0.65,4.27,0.21,10.3,34.5,44.8,B2,4
2022,04-008,박상현,75,9,13,11,22,12,8,5.07,0.33,4.73,0.18,12,29.3,44,A2,4
2022,04-007,민영건,48,7,5,11,8,8,6,4.79,0.65,4.15,0.19,14.6,25,47.9,B1,4
2022,05-006,박종덕,57,13,23,9,4,3,3,6.89,0.68,6.21,0.19,22.8,63.2,78.9,B2,5
2022,01-019,나병창,60,5,7,18,17,8,4,5.03,0.58,4.45,0.29,8.3,20,50,B2,1
2022,01-026,서화모,56,9,12,8,9,9,7,5.27,0.56,4.71,0.23,16.1,37.5,51.8,B1,1
2022,01-029,오세준,68,8,9,5,12,19,15,4.16,0.22,3.94,0.19,11.8,25,32.4,B1,1
2022,01-030,우진수,79,20,9,14,9,11,16,5.44,0.09,5.35,0.21,25.3,36.7,54.4,A2,1
2022,06-009,손지영,87,27,18,18,14,5,5,6.89,0.14,6.75,0.22,31,51.7,72.4,A1,6
2022,16-006,염윤정,67,0,4,6,15,14,27,2.73,0.22,2.51,0.27,0,6,14.9,B2,16
2022,10-004,박준호,66,3,6,10,20,14,12,3.91,0.39,3.52,0.21,4.5,13.6,28.8,B2,10
2022,10-005,반혜진,57,6,9,13,9,12,5,4.82,0.54,4.28,0.27,10.5,26.3,49.1,B1,10
2022,16-004,박민성,59,5,4,3,14,14,18,3.42,0.49,2.93,0.25,8.5,15.3,20.3,B2,16
2022,16-005,손유정,67,7,4,3,9,20,23,3.27,0.28,2.99,0.27,10.4,16.4,20.9,B2,16
2022,16-007,오상현,64,1,7,5,9,18,23,2.98,0.49,2.49,0.28,1.6,12.5,20.3,B2,16
2022,16-008,이수빈,31,2,2,2,1,9,12,2.65,1.02,1.63,0.29,6.5,12.9,19.4,B2,16
2022,16-009,임지훈,29,0,2,3,6,7,9,2.79,0.72,2.07,0.19,0,6.9,17.2,B2,16
2022,16-010,전동욱,54,4,5,8,6,12,17,3.57,0.59,2.98,0.21,7.4,16.7,31.5,B2,16
2022,16-011,최인원,53,5,6,7,7,7,19,3.79,0.56,3.24,0.2,9.4,20.8,34,B2,16
2022,16-012,홍진수,61,9,6,17,6,8,14,4.82,0.48,4.34,0.22,14.8,24.6,52.5,B2,16
2022,01-031,윤영근,57,13,10,6,10,6,11,5.42,0.4,5.02,0.23,22.8,40.4,50.9,A2,1
2022,01-035,이응석,73,12,12,8,16,10,14,4.96,0.29,4.67,0.15,16.4,32.9,43.8,B1,1
2022,01-036,이태희,56,13,13,10,8,8,2,6.14,0.55,5.59,0.23,23.2,46.4,64.3,A2,1
2022,01-037,이택근,62,17,8,9,13,10,4,5.87,0.51,5.36,0.16,27.4,40.3,54.8,B2,1
2022,01-001,강지환,77,18,11,14,11,16,6,5.64,0.29,5.34,0.25,23.4,37.7,55.8,A2,1
2022,01-003,곽현성,63,10,17,9,17,6,2,5.9,0.38,5.52,0.24,15.9,42.9,57.1,A1,1
2022,01-004,권명호,76,13,18,13,10,13,6,5.58,0.47,5.11,0.23,17.1,40.8,57.9,B1,1
2022,01-006,권현기,67,1,11,8,18,20,9,3.99,0.34,3.65,0.25,1.5,17.9,29.9,B1,1
2022,01-007,길현태,79,20,14,20,15,4,6,6.41,0.11,6.29,0.19,25.3,43,68.4,A1,1
2022,01-008,김국흠,58,9,5,7,9,13,14,4.28,0.51,3.77,0.23,15.5,24.1,36.2,A2,1
2022,01-009,김대선,71,4,2,8,15,24,18,3.24,0.27,2.96,0.19,5.6,8.5,19.7,B2,1
2022,01-011,김명진,70,2,4,12,15,19,16,3.4,0.24,3.16,0.31,2.9,8.6,25.7,B2,1
2022,01-016,김종목,74,6,6,11,21,17,13,4.12,0.22,3.91,0.25,8.1,16.2,31.1,B1,1
2022,01-017,김창규,66,19,17,11,8,5,4,6.67,0.6,6.07,0.19,28.8,54.5,71.2,A1,1
2022,06-012,안지민,84,23,16,20,11,10,3,6.56,0.26,6.3,0.23,27.4,46.4,70.2,A2,6
2022,06-013,양원준,59,7,7,11,16,9,7,4.76,0.58,4.19,0.23,11.9,23.7,42.4,B1,6
2022,01-040,장영태,60,14,17,10,9,5,4,6.45,0.56,5.89,0.19,23.3,51.7,68.3,B2,1
2022,01-042,정민수,87,21,22,17,11,10,5,6.43,0.19,6.24,0.25,24.1,49.4,69,A1,1
2022,01-043,정용진,63,12,11,12,8,11,8,5.43,0.26,5.17,0.22,19,36.5,55.6,A2,1
2022,01-044,정인교,55,9,5,14,10,7,8,5.02,0.55,4.46,0.23,16.4,25.5,50.9,B1,1
2022,01-045,조현귀,22,4,0,0,7,4,5,3.68,1,2.68,0.22,18.2,18.2,18.2,B2,1
2022,01-047,한  진,64,12,16,13,7,7,7,5.86,0.52,5.34,0.22,18.8,43.8,64.1,A2,1
2022,01-048,황만주,67,5,7,12,12,16,15,4.07,0.27,3.81,0.28,7.5,17.9,35.8,B1,1
2022,02-002,김기한,70,3,12,17,14,16,7,4.61,0.24,4.37,0.25,4.3,21.4,45.7,B1,2
2022,02-008,김민천,82,17,22,18,11,9,4,6.37,0.24,6.13,0.25,20.7,47.6,69.5,A1,2
2022,02-009,김재윤,67,10,11,7,15,13,9,4.85,0.4,4.46,0.24,14.9,31.3,41.8,B1,2
